"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2100","samsung-ultimate-microsd-microsdxc-mb-my512sa",NA,"neil m","happy with product its the real deal i can recommend this item",2023-11-25,5,"verified purchase"
"2101","samsung-a346b-galaxy-unlocked-awesome-graphite","tlphone en cours de prise en mains","demeter","je suis globalement satisfaite bien que la taille me semble trop importante cependant les accs aux diverses fonctions sont fluides les couleurs parfaites  je recommande",2023-10-21,4,"verified purchase"
"2102","samsung-a346b-galaxy-unlocked-awesome-graphite","al  weken retour","jan h","geen retour betaling ontvangen dat doe ik dus niet nog eens",2023-08-10,4,"verified purchase"
"2103","samsung-a346b-galaxy-unlocked-awesome-graphite","ben zeer tevreden","kim","zoals je mag verwachten",2024-01-02,1,"verified purchase"
"2104","samsung-a346b-galaxy-unlocked-awesome-graphite","its a decent phone","heaven","i bought this for my grandma and she loved it",2024-03-11,5,"verified purchase"
"2105","samsung-a346b-galaxy-unlocked-awesome-graphite","parfait","client damazon","produit conforme  mes attentes",2023-09-23,4,"verified purchase"
"2106","samsung-a346b-galaxy-unlocked-awesome-graphite","produit asiatique","roger","lappareil est livr sans chargeur sans mode demploi et avec une configuration russe ou corenne asiatique jai pu le configurer avec lintroduction de ma carte sim soulagement cela a march une fois configur il fonctionne trs bien et mrite une bonne note attention certaines appli ne fonctionnent plus",2024-02-29,5,"verified purchase"
"2107","samsung-a346b-galaxy-unlocked-awesome-graphite","gutes display","sibylle und wolfgang preu","fr das geld ein sehr brauchbares gertdas display ist sehr scharfdie kamera ist gut aber nicht berragendder speicher ist gut auch eine sd karte ist einsetzbarein netzteil nicht im lieferumfangdas mitgelieferte kabel ist beidseitig usb cbesonders wre das schnelle laden des akkus zu erwhnenich bin zufrieden mit diesem produktandroid  ist schnell an bord",2023-12-13,4,"verified purchase"
"2108","samsung-a346b-galaxy-unlocked-awesome-graphite","bon rapport qualit prix","g sarah","trs bien pour son prix jolies photos rapide cest tout ce que jen attendais la batterie tient pas mal",2023-08-12,4,"verified purchase"
"2109","samsung-a346b-galaxy-unlocked-awesome-graphite","tlphone samsung","isa","commande reue en temps et en heure comme convenu mercitlphone sympa seul hic la qualit des photos qui n est pas top compar  un iphone",2024-02-21,5,"verified purchase"
"2110","samsung-a346b-galaxy-unlocked-awesome-graphite","code qr invalide","gilles caubergh","bonjour je viens de recevoir mon smartphone le code qr sur le guide dinstallation rapide est invalide on me demande de contacter ladministrateur pouvez vous maider ",2023-07-28,5,"verified purchase"
"2111","samsung-a346b-galaxy-unlocked-awesome-graphite","impeccable","clement sellier","ravie de ce smartphone achet sur les conseils aviss de mon filsje ne regrette pas il tient trs bien la charge beaucoup mieux que mon vieux samsung galaxy a  que javais avanttrs bien pour moi qui ne suis pas une super doue pour les nouvelles technologies",2024-02-17,4,"verified purchase"
"2112","samsung-a346b-galaxy-unlocked-awesome-graphite","gnstig und gute qualitet","sinan","mit einem dynamischen zollamoledbildschirm einem  mahakku und beeindruckenden  gb speicher bietet dieses telefon eine starke und ansprechende nutzererfahrungbesonders bemerkenswert ist das superamoleddisplay des galaxy a g das mit einer helligkeit von  nits auch im freien klare bilder liefert bildwiederholungsraten von bis zu  hz sorgen auf dem beeindruckenden  cm   zoll bildschirm fr eine flssige und augenschonende fernseherfahrungdas schlanke design und die seidigen oberflchen machen das galaxy a g zu einer eleganten wahl die in modernen und klassischen farben erhltlich ist das telefon bietet eine gelungene kombination aus sthetik und leistungsstarken funktionendas dreifachkamerasystem insbesondere die  mp hauptkamera ermglicht das festhalten groartiger momente mit beeindruckender detailtreue die kamera liefert klare und hochauflsende fotosdie akkukapazitt von  mah zeigt dass das galaxy a g eine ideale wahl fr langanhaltende nutzung ist dies ermglicht eine starke leistung selbst whrend langer nchtezusammenfassend ist das samsung galaxy a g mit seinen starken funktionen dem eleganten design und der beeindruckenden kamera ein herausragendes smartphone es knnte eine perfekte wahl fr nutzer sein die sowohl funktionalitt als auch sthetik schtzen  es ist schwierig ein paar funktionierende anrufe zu ttigen aber es kann von der gesamtleistung profitieren",2024-02-10,5,"verified purchase"
"2113","samsung-a346b-galaxy-unlocked-awesome-graphite","samsung a g","tt","great sound and takes great photos",2024-02-08,5,"verified purchase"
"2114","samsung-a346b-galaxy-unlocked-awesome-graphite","parfait sur tout les points","dr tech","acheter pour mon fils de  ans pour nolattention il ny a pas de protection dcran dorigine donc penser a en acheter unla couleur violette reflet bleu et magnifiquele tlphone et suffisant en espace de stockage galementphoto trs correct aussi",2023-12-23,5,"verified purchase"
"2115","samsung-a346b-galaxy-unlocked-awesome-graphite","heat and performance","tamer","the first impression of the device is not favorable in terms of the device getting hot on first use and the basic software download process in addition i do not feel the flexibility and smoothness of the system",2023-06-20,5,"verified purchase"
"2116","samsung-a346b-galaxy-unlocked-awesome-graphite","velocissimo","matteo l","arrivato in  ore il telefono  fantastico veramente veloce prezzo veramente basso poi samsung  sempre una garanzia consogliatissimo ai livelli dei top di gamma",2024-03-07,2,"verified purchase"
"2117","samsung-a346b-galaxy-unlocked-awesome-graphite","trs bon smartphone","enola","trs beau smartphone command en couleur lilas bonne qualit graphique offert pour nol pour une ado de  anspetit point ngatif pour ma fille cest quil manque une prise audio pour brancher son casque ce nest quun dtail vu la satisfaction que ce tlphone apporte",2023-12-30,5,"verified purchase"
"2118","samsung-a346b-galaxy-unlocked-awesome-graphite","pas le bon article","jeanpascal gregoire","jai command un g et je reois un g le vendeur ne rpond pas  ma demande sinon lappareil en lui mme est tres bien",2023-12-04,5,"verified purchase"
"2119","samsung-a346b-galaxy-unlocked-awesome-graphite","trs bon prix excellent produit","gabriel","trs bon prix excellent produit",2023-12-27,2,"verified purchase"
"2120","samsung-a346b-galaxy-unlocked-awesome-graphite","trs bon rapport qualit prix","client damazon","trs bon rapport qualit prix pour un usage basique courant  bonne prise en main bel cran",2024-01-30,5,"verified purchase"
"2121","samsung-a346b-galaxy-unlocked-awesome-graphite","top","sergio","reu  jours avantla qualit est top",2023-12-03,4,"verified purchase"
"2122","samsung-a346b-galaxy-unlocked-awesome-graphite","nul","naf","nul",2023-12-18,5,"verified purchase"
"2123","samsung-a346b-galaxy-unlocked-awesome-graphite","rundum zufrieden","nata k","fr meine zwecke mitte  private nutzung kein social media ist das handy perfekt mir war wichtig dass das neue handy wieder ein samsung ist sehr einfache datenbertragung hoffentlich lange lebensdauer solide kamera gnstig  und gute akkulaufzeit ist hier alles erfllt einzige anmerkung das display ist wirklich sehr hell und kontrastreich selbst auf dunkelster stufe grundstzlich ist das zwar ein positiver punkt und samsung wirbt auch damit aber an migrnetagen habe ich mit dem eigentlich sehr tollen display meine last gibt selbstverstndlich keinen abzug aber migrnepatienten empfehle ich diesen aspekt zu bedenken",2024-03-08,1,"verified purchase"
"2124","samsung-a346b-galaxy-unlocked-awesome-graphite","ottimo","cliente amazon","come da descrizione ottimo prodotto batteria duratura foto nitide e smartphone veloce  memoria buona",2024-03-03,5,"verified purchase"
"2125","samsung-a346b-galaxy-unlocked-awesome-graphite","solide","jocelyn","cest un tlphone qui a ses bugs de tlphone qui nont peut tre rien  voir avec le tlphone dailleurs mais le moins que je puisse dire cest quil est solide lengin  un mois aprs lachat je men suis servi pour shooter une gupe sur mes rideaux le tlphone a vals par la fentre et sest cras sur le trottoir  m plus bas sans aucun dommage ah cest pas un iphone qui aurait fait a",2024-02-17,5,"verified purchase"
"2126","samsung-a346b-galaxy-unlocked-awesome-graphite","pas de chargeur fourni","rossen lenkov","il ny a pas de chargeur dans le colis",2023-08-11,5,"verified purchase"
"2127","samsung-a346b-galaxy-unlocked-awesome-graphite","bien mais due","alex bec","produit arriv ouvertjai contact le vendeur qui est dsagrable et pas commerant du toutil me certifie que le produit nest pas reconditionn mais la bote tant ouverte jai des doutes",2024-02-21,2,"verified purchase"
"2128","samsung-a346b-galaxy-unlocked-awesome-graphite","bon rapport qualit prix je recommande","nibbler","achet en remplacement dun s fe dont lcran na pas support une nime chute je nai aucune raison de men plaindre pour lutilisation basique que jen faisbel cran bonne ractivit certes je ne joue pas et bonne chose il a pris la dernire version android  oneui pas encore vraiment test la partie photo mais semble plus que correct en rapport  la gamme du produitcot autonomie je tiens  jours en lutilisant lors de mes promenades journalires de  h environs avec suivi dactivit via health donc gps un peu gourmand tout en coutant mes radios prfres ou musiques que jai enregistr  dessusbrefque du bonheur vu le prix foncez ",2024-01-23,3,"verified purchase"
"2129","samsung-a346b-galaxy-unlocked-awesome-graphite","tlphone correct","fabian rosseau","utilis comme tlphone pour le travail il fait ce quil faut et fait tourner les applications sans soucis",2023-12-28,4,"verified purchase"
"2130","samsung-a346b-galaxy-unlocked-awesome-graphite","ottimo","cojocaru ionela ancuta","e stato una scelta di una amica e molto contenta del telefono ottimo rapporto qualit prezzo foto meravigliose consiglio vivamente anche se non lho usato personalmente",2024-03-02,5,"verified purchase"
"2131","samsung-a346b-galaxy-unlocked-awesome-graphite","top handy ","lala m","es war das weihnachtsgeschenk fr die  jhrige tochterdie einrichtung und installation war leicht auch fr jemanden wie mich der sich mit samsung berhaupt nicht auskennt nach zwei monaten im dauer einsatz der tochter hlt der akku immer noch sehr gut und ldt immer noch schnell aufwir hatten die befrchtung dass es fr kinderhnde doch etwas zu gro ist das ist aber berhaupt kein problem da die handhabung super easy istder einzige contra punkt ist dass leider kein netzstecker usb c dabei ist sondern nur das ladekabel an sich diesen kann man aber fr ein paar euro dazu kaufen wenn man nicht eh noch einen zuhause hatwir wrden es immer wieder kaufen",2024-02-12,4,"verified purchase"
"2132","samsung-a346b-galaxy-unlocked-awesome-graphite","un smartphone parfait  petit prix","loste a","je suis vraiment tonn par lautonomie de lappareil qui est bien plus importante que mon ancien tlphone samsung a g pour la mme utilisationpour le prix ce smartphone remplit bien les fonctions quon lui demande",2024-02-01,5,"verified purchase"
"2133","samsung-a346b-galaxy-unlocked-awesome-graphite","cble","bigbigaman","bon portable mais juste le cble qui et livr avec ne sert  rien je mais  toiles pour a et pour un emballage un peu mieux aussi",2023-08-25,5,"verified purchase"
"2134","samsung-a346b-galaxy-unlocked-awesome-graphite","un bon tel pout ma fille  qui sort d apple ","bigbigaman","ravie d avoir un tel qui reste charg longtemps trs bon ecran simple et efficace l etage photo doit demander plus de lumiere mais en mme temps c est pas un appareil photo a ce prix l  etage wifi et rapidit de telechargement parfait ca change  ",2023-11-27,4,"verified purchase"
"2135","samsung-a346b-galaxy-unlocked-awesome-graphite","samsung galaxy a g gbgb","gicquel alain","telefono ottimo per uso quotidianolo smartphone si presenta con uno scatolo molto piccolo e leggero di cartone allinterno troviamo i vari manuali distruzione il telefono e purtroppo solo il cavo senza lalimentatore type ctype cho preso la versione da gb di ram accompagnata da gb di memoria interna esiste anche una versione da  di cui la potenza cambia poco consiglio per chi ha bisogno di molta memoriae ottimo per usare qualsiasi social senza crash o lag vari tutto molto fluido per i giochi stessa cosa molto performante anche sui giochi pi pesanti come cod mobile genshin impact e fortnitesu fortnite si riescono a fare circa  fps ottimoi materiali sono molto buoni e resistendi sopratutto il display che ora ne parliamo meglioil display e un gorilla glass  ed  un superamoled con molti colori vividi e con ben hzil peso del telefono forse  uno dei pochi difetti infatti pesa ben gfotocamera anteriore da mp e anteriore da mp ed escono molto nitide sia quella frontale e anterioreabbiamo una batteria da ben mah infatti la durata della batteria  ottima e anche se la ricarica rapida samsung  di solo w si ricarica abbastanza velocementeun punto aggiuntivo per questo cellulare  la resistenza ip  resistenza ad acqua e polvereil processore  un mediatek dimensity  processore veramente ottimo che riesce a gestire abbastanza bene anche il multitasking ha anche il gconsiglio vivamente questo telefono sulle  euro fantastico",2024-03-07,4,"verified purchase"
"2136","samsung-a346b-galaxy-unlocked-awesome-graphite","top smartphone zu sehr guten preis","alessio","ich habe seit ber  jahren android smartphones da apple produkte  ninja seien wir ehrlich bedient werden knnen sobald man sie studiert hat  ansichtssache das handy ist fr meine freundin da ihr samsung galaxy sfe so langsam  nach  jahren eben die s reihe  in die jahre gekommen ist und der akku probleme machtich war anfangs seeeeehr skeptisch da ich dachte nur  euro fr ein samsung doch ich wurde eines besseren belehrt das bertragen der daten von ihrem sfe ging ohne probleme wie auch immer schon bei android smartphones  ja ich hasse apple produkte seit meinem fiasko des iphone c  das a g macht seinem namen alle ehre das smartphone hat einen akku von  mah und ist somit  vom akku her gesehen schon besser als alle anderen smartphones aus dem hause samsung die die bezeichnung s beinhaltet wohl gemerkt in der normalen version und nicht in der ultra gold extreme pro ultra plus edition  ebenso bietet das a  g einen speicher von gb was vielleicht nicht viel klingen mag jedoch kann man den speicher mit einer micro sd karte auf bis zu  terabyte erweitern was ich genial finde da das das sfe zb gar nicht kann oder andere samsung smartphones ebenso nicht das display ist genial und bietet dank der hz ein geniales flssiges und sehr farbintensives bild ebenso der ton bzw die lautsprecher des a g ist genial da der klang echt sehr gut ist da werde ich mit meinem xiaomi x echt neidisch  der akku ldt mit dem richtigen adapter  sehr schnell auf und selbst bei intensiver nutzung merkt man das dem akku nicht sehr an ich spreche wohl gemerkt von whats app facebook und instagram  eben solche apps und keine games denn wie wir wissen verbrauchen games viel mehr akkukapazitt jedoch selbst dort hlt der akku sehr lange standkurz gesagt fr den preis und die leistung die man erhlt wrde ich wie auch schon vor ein paar jahren ein samsung der a reihe definitiv einem der s reihe vorziehen da die s reihen smartphones von samsung mehr dazu dienen um mit apple zu konkurrieren und sich denen gleich zu stellen anstatt ein gutes preis leistungsverhltnis zu schaffen  beispiel s ultra plus kostenpunkt zwischen  und  euro niemals so viel geld fr ein smartphone was ich noch erwhnen muss man bekommt zwar ein ladekabel mitgeliefert was an beiden enden einen usb c anschluss hat jedoch fehlt der dementsprechende ladeadapter da wrde ich zu einem mit mind  bis  watt raten da dadurch das aufladen wesentlich schneller und besser geht ich hoffe ich konnte euch mit meiner rezension etwas helfen ",2023-12-28,5,"verified purchase"
"2137","samsung-a346b-galaxy-unlocked-awesome-graphite","batteria no","s tomsche","regalo che ho fatto a mia madreconsegna ottima arrivato addirittura in anticipo e senza neanche un graffio sulla scatolail cellulare  super veloce e non d nessun tipo di problema i colori sono vivaci e ben definiti la schermata di blocco invece ha una voce aggiuntiva come lo sblocco facciale comodissimo a mio avviso tipo come liphone e anche questo  super attendibile nel senso che appena accendi lo schermo si sblocca riconoscendo velocemente il viso per quanto riguarda la fotocamera dotata di  mp fa il suo lavoro pi che dignitosamente predispone anche del grandangolo e di uno zoom ben definitounica pecca la batteria praticamente si scarica in meno di un giorno anche senza un uso intenso ho letto altre recensioni dove affermavano il contrario non capisco come mia madre usa solo facebook un giochino di pochi mb e ha quasi sempre come unica cosa il router acceso al quale  collegato il tv per guardare film ma non  questo ovviamente a far scaricare il cellulare perch anche con il vecchio j che aveva faceva le stessissime cose ma con la differenza che la batteria le durava quasi  giorni ottimo direicomunque le differenze per lei tra il vecchio come gi citato prima j e il nuovo cellulare si notano tantissimo quindi si pu tranquillamente sorvolare sul fatto della batteriala stella che manca ovviamente si riferisce alla batteriaps la foto che vedete dello schermo  solo la pellicola che  stata messa male ",2024-01-04,5,"verified purchase"
"2138","samsung-a346b-galaxy-unlocked-awesome-graphite","telefono stupendo consigliatissimo","s tomsche","ho comprato questo telefono per mia madre e che dire lo prenderei una seconda volta se servisse questo perch  un telefono che merita tantissimo con il prezzo scontato poi  regalato qualit fotovideo perfetta chiamate e videochiamate perfette nessuna interferenza e nessun movimento sospetto nello schermo o robe strane metto  stelle perch la spedizione  stata pi le ta del previsto",2024-03-09,5,"verified purchase"
"2139","samsung-a346b-galaxy-unlocked-awesome-graphite","mancanza di accessori adeguati","daniela","buon prodotto per le mie esigenze arrivato in anticipo sul previsto non uso il riconoscimento facciale per cui non ho dato il voto su questa caratteristicadurata della batteria non eccellente se usato intensamente in mezza giornata  gi scarica unaltra pecca  la mancanza del caricabatteria e la fornitura di un cavetto con presa usbc da ambo i lati cos non serve a nulla perch costringe lutente a comprare comunque un caricatore compatibile tanto vale fornirlo con il prodotto tenendo conto anche della loro raccomandazione di usare un caricatore samsung per evitare problemi ironica e feroce spiritosaggine",2024-02-08,5,"verified purchase"
"2140","samsung-a346b-galaxy-unlocked-awesome-graphite","wlan tut wieder","daniela","wenige wochen nach dem ersten update hatte es wlan probleme mittlerweile gab es nachbesserung und jetzt klappt es einwandfrei sonst htte ich es verkauft es ist gro und schwer ein  wre  mir lieber gewesen aber ich mchte fr ein telefon nicht soviel geld ausgeben daher mu man in den sauren apfel beien und so ein oschi nehmen in die hosentasche pat es nur bedingt hinsetzen geht damit vermutlich nur bei hosengre  und grer",2024-02-23,4,"verified purchase"
"2141","samsung-a346b-galaxy-unlocked-awesome-graphite","ottimo telefono","amedeo","bel telefono ad un prezzo buonoottima fotocamera",2024-03-16,4,"verified purchase"
"2142","samsung-a346b-galaxy-unlocked-awesome-graphite","ottimo smartphone","luigi","questo smartphone  ottimo ed anche il prezzo  la spedizione  stata rapida ma limballo era poco curato  suggerisco al venditore di mettere allinterno del pacco un imballo che protegga gli urti nel trasporto  e di usare delle spedizioni assicurate cos da tutelare se stessi ed il cliente in caso di smarrimento  per il nulla da dire ne ho presi due dinquesti smartphone e da loro ho trovato il prezzo pi basso rispetto soprattutto al sito della samsung che chiede  in pi",2024-02-10,4,"verified purchase"
"2143","samsung-a346b-galaxy-unlocked-awesome-graphite","installation difficile","naiaee","bonjour ce mobile ne me convient pas je me suis un peu prcipite en lachetantje voudrais le retourner mais la barre est grise merci de maiderje commanderai un autre mobile  peut tre vers vous",2024-03-09,5,"verified purchase"
"2144","samsung-a346b-galaxy-unlocked-awesome-graphite","bello","giuseppina m","arrivato anche prima del tempo previsto con una confezione sicura e ben proteto    quindi venditore serio e professilnale  lo consiglio tranquillamente ",2024-03-14,5,"verified purchase"
"2145","samsung-a346b-galaxy-unlocked-awesome-graphite","ok","nicoletta s","per ora tutto ok",2024-03-07,5,"verified purchase"
"2146","samsung-a346b-galaxy-unlocked-awesome-graphite","eccellente smartphone di fascia media con connettivit g","filippo","titolo eccellente smartphone di fascia media con connettivit gla serie galaxy a di samsung ha sempre offerto una combinazione vincente di prestazioni solide e caratteristiche di alta qualit a un prezzo accessibile e il samsung galaxy a g non fa eccezione con un display impressionante un solido comparto fotografico e la connettivit g questo smartphone si presenta come una scelta eccellente per chi cerca un dispositivo di fascia media che non faccia compromessiil punto forte di questo smartphone  sicuramente il display fhd super amoled da  pollici i colori sono vibranti e ricchi di dettagli con neri profondi e contrasti elevati tipici della tecnologia amoled la risoluzione  pi che sufficiente per la maggior parte delle attivit dalla navigazione web alla visione di contenuti multimedialile prestazioni sono garantite dal processore specifiche non fornite nella richiesta e dai  gb di ram che consentono di gestire agevolmente pi app contemporaneamente e di eseguire giochi e applicazioni impegnative senza intoppi anche le operazioni di multitasking sono fluide contribuendo a unesperienza utente complessivamente piacevoleper quanto riguarda la fotografia il galaxy a g si difende bene grazie al sistema di fotocamere posteriori anche se non raggiunge le prestazioni di dispositivi di fascia alta le foto sono dettagliate e ben bilanciate in termini di colori la presenza di diverse modalit e funzioni come la modalit notturna e la registrazione video in k aggiunge versatilit alla fotocamerala batteria offre una durata soddisfacente grazie alla capacit specifiche non fornite nella richiesta e allottimizzazione energetica del sistema anche con un uso intenso  probabile che il telefono arrivi a fine giornata senza problemi inoltre la ricarica rapida consente di tornare operativi rapidamente quando la batteria  scaricalintegrazione della connettivit g  un grande vantaggio per questo dispositivo ci significa velocit di download e upload pi rapide nonch prestazioni pi stabili in aree coperte da reti g questo rende il galaxy a g pi futureproof e pronto per sfruttare al meglio le reti di nuova generazioneun aspetto da tenere presente  il design sebbene sia soggettivo il galaxy a g presenta un design elegante e moderno con una parte posteriore curva e una disposizione delle fotocamere pulita lergonomia  buona e il telefono  piacevole da tenere in manoin sintesi il samsung galaxy a g  un eccellente smartphone di fascia media che offre una combinazione equilibrata di prestazioni display di qualit e connettivit avanzata se sei alla ricerca di un dispositivo che offra molte delle funzionalit dei flagship senza dover spendere una fortuna questo modello merita sicuramente la tua attenzione",2023-08-27,4,"verified purchase"
"2147","samsung-a346b-galaxy-unlocked-awesome-graphite","preis leistung top leider ebenfalls mit wlan problemen","christian feldberg","das samsung a g ist ein tolles mittelklasse handy zu einem groartigen preis einen stern abzug gibt es leider fr die abbrechende wlan verbindung welche bereits durch andere kufer angesprochen wurde das problem wird gegenwrtig im internet diskutiert und ist mutmalich erst seit dem android  update aufgetaucht ich hoffe hier auf einen baldign patch",2024-03-10,4,"verified purchase"
"2148","samsung-a346b-galaxy-unlocked-awesome-graphite","soddisfatto","luigi","un po in ritardo ma tutto ok telefono con imballo scatola e tutto quanto in perfette condizionilo consiglio",2024-02-22,4,"verified purchase"
"2149","samsung-a346b-galaxy-unlocked-awesome-graphite","ottimo","agnese","smartphone bello  fluido  capacit memoria buona  ram adeguata  belle foto  prezzo ottimo x uno smartphone buono senza voler essere il top ma un bel prodotto adeguato a tutti coloro che vogliono buone prestazioni",2024-03-03,4,"verified purchase"
"2150","samsung-a346b-galaxy-unlocked-awesome-graphite","cellulare samsung forever","dada","tengo a precisare ke ho fatto un regalo a mio marito strepitoso lui contentissimo quando lha ricevuto al lavoro e devo ringraziare il corriere arrivato in orario e io ne sono pi ke soddisfattaaveva unaltro samsung ma sfruttato al massimo per il lavoro e non quindi ho guardato vari cellulari in offerta da mesi questo mi  piaciuto intanto x lofferta la qualit super di fascia media ma gb di memoria non   male lo straconsigliosamsung forever",2024-02-03,5,"verified purchase"
"2151","samsung-internal-solid-state-drive",NA,"adrian bird","i liked it very much because it worked ok",2024-03-05,4,"verified purchase"
"2152","samsung-internal-solid-state-drive",NA,"b ellery","ordered samsung  evo plus m tb mzvstbw was pleasantly surprised by the prompt delivery from amazon uk to australia  just eight days from the date of order after unpacking i thoroughly investigated the product trying to find any evidence of fake found none the only detail which freaked me out a little was the country of origin  china whereas the advertising image showed korea but given the variety of models sold under this single amazon lot and the long period this item has been on the market i forgive the seller as long as it worksthe most difficult part of installing the drive was to unscrew the screw on the nvme slot in my laptop i had to use pliers instead of a screw driver everything else went quickly and smoothly no issues i ran a test through samsung magician software and it went well see the pictures it also showed i had a genuine samsung ssd which made me absolutely happy as there were reports about fakes and underperforming models",2024-02-08,5,"verified purchase"
"2153","samsung-internal-solid-state-drive",NA,"hildegard","put this in my pic build and its running like a champ",2023-11-13,1,"verified purchase"
"2154","samsung-internal-solid-state-drive",NA,"alec","easy to install and set up fast response for gaming",2022-07-21,5,"verified purchase"
"2155","samsung-internal-solid-state-drive",NA,"alec",NA,2023-11-07,5,"verified purchase"
"2156","samsung-internal-solid-state-drive",NA,"ryan","brought this to upgrade the storage in ps was easy to install works a treat  no issues playing cod or gt from this drive and has freed up space for more games",2023-10-30,5,"verified purchase"
"2157","samsung-internal-solid-state-drive",NA,"ah","updated to gen pci amazon sourced from uk and still able to gain substantial discount to local price  delivery was smooth and took a reasonable amount of time to arrive  functions as expected and i have confidence in samsung as a quality product",2023-11-09,5,"verified purchase"
"2158","samsung-internal-solid-state-drive",NA,"nabaraj sapkota","works really well and consistently performs at high speed the windows software that you can install is great at showing a lot of information about the drive and troubleshootingi had a little trouble with my motherboard automatically setting to the wrong pcie version but that is my motherboards problem",2023-08-27,5,"verified purchase"
"2159","samsung-internal-solid-state-drive",NA,"kevin de","purchased with the purpose of being installed in a recently acquired ps console did a search and this was the best bang for buck sizetb i could find ideally would have liked the tb model but no local stock around would have had to wait  extra weeks as opposed to overnight upon installation the ssd is working as it should and now i can be on my merry way downloading and installing more awesome ps games prompt delivery although i was a bit oh no when i saw the delivery driver drop the package on the door mat knowing what the package was i had a mini panic attack",2023-06-18,5,"verified purchase"
"2160","samsung-internal-solid-state-drive",NA,"machman","awesome ssd and was great value for money",2023-06-04,5,"verified purchase"
"2161","samsung-internal-solid-state-drive",NA,"adrian bird","solid ssd performance fast delivery",2024-03-05,4,"verified purchase"
"2162","samsung-internal-solid-state-drive",NA,"b ellery","as per samsungs specification this ssd is backwards compatible and is working fine in the gen  port on the motherboard in my laptop  significant improvements in read and write speeds were noted in the subsequent speed trials that i ran on my laptop after installing the new ssd  this ssd has maximized the throughput that the gen  port and mother board in my pc can handle which is around  r  w  the maximum throughput speed of this ssd at  r and  w can only be achieved if installed in a newer computer  and newer that has a gen  or gen  port",2024-02-08,5,"verified purchase"
"2163","samsung-internal-solid-state-drive",NA,"amazon customer","its a tb samsung nvme whats not to like price at purchase time was good but has dropped since quite fast well packaged and arrived quickly from os still a good drive to get",2023-09-24,1,"verified purchase"
"2164","samsung-internal-solid-state-drive",NA,"stan o","genuine product verified in samsung magician",2022-07-14,5,"verified purchase"
"2165","samsung-internal-solid-state-drive",NA,"brian b","drive is nice  fast my only concern is that it might have the faulty firmware installed that causes it to go readonly after about  months i dont have a pc capable of checking its firmware either so all i can do is wait  see",2023-06-29,5,"verified purchase"
"2166","samsung-internal-solid-state-drive",NA,"tas","very nice ",2023-09-08,5,"verified purchase"
"2167","samsung-internal-solid-state-drive",NA,"phill h","arrived very quickly  sydney australiaif you check on the box the production date is  you wont need to do the firmware updatejust install into the ps i followed a few guides on youtubeonce booted and formatted the ssd itll show the read speed is  mbsconthe hardest part for me was inserting the ssd at an angle into the slot took a few attempts before i got it to click in just have to it slow and gently to avoid damaging any components",2023-04-25,5,"verified purchase"
"2168","samsung-internal-solid-state-drive",NA,"onel","was concerned this would have the old firmware which causes durability issues but it had latest when i received it you should still check yours though",2023-09-11,5,"verified purchase"
"2169","samsung-internal-solid-state-drive",NA,"aw","installed after updating to window  boot time from  minutes to  seconds excellent value delivery overnight no complaints whatsoever bought samsung due to trust i did add a  heatsink designed for this form factor and the temperature was kept to about  deg c in an ambient of  deg c",2022-09-23,5,"verified purchase"
"2170","samsung-internal-solid-state-drive",NA,"aw","product is what it says it is no hassle and great value",2023-07-08,5,"verified purchase"
"2171","samsung-internal-solid-state-drive",NA,"adrian bird","easy to install",2024-03-05,4,"verified purchase"
"2172","samsung-internal-solid-state-drive",NA,"b ellery","the item came as per tracking the communication was good i used it to upgrade sons desktop it works as per speed claimed",2024-02-08,5,"verified purchase"
"2173","samsung-internal-solid-state-drive",NA,"rich","as of this review this is one of the two fastest ssd drives available to the consumerwhether you need this speed is only something you can decide but with real world self tested read speeds of  mbs megabytes per second not megabits and mbs write the numbers speak for themselvesto take full advantage of this drive you will need a pcie  compatible motherboard which at this time only includes the newest amd chipsets b and x intel is set to support pcie  on their next cpumobo series rocket lake which is coming out in aprilone final thing at maximum speeds the drive gets very hot and will thermal throttle after transfering for above  or so minutes if this usecase applies to you make sure you have a heatsink on it ",2023-08-22,1,"verified purchase"
"2174","samsung-internal-solid-state-drive",NA,"ankit patel","i bought the heat sink version for my pc because it was only a few dollars more and i thought that i could use it later for my ps if i wanted to when i took it out of the box and went to remove the heat sink i saw a warranty void if removed sticker on it there are no warnings of this on the box or on the site at all called samsung about it and they are just terrible basically just said i should have looked up the instructions and read the fine print before purchase i asked to be escalated they took all my details for a callback then ghosted methey really need to be transparent about this as ssds can be moved around for various devices and not all can accommodate the heat sink while some need one and other manufacturers allow you to remove theirsbuyer beware hope you never need to use samsung support",2023-06-22,5,"verified purchase"
"2175","samsung-internal-solid-state-drive",NA,"vitaminh","samsung ssds are great bargain at the moment and this one is perfect as it includes gb ddr sdram cache and turbowrite technology writes are blazingly fast",2021-03-29,5,"verified purchase"
"2176","samsung-internal-solid-state-drive",NA,"vitaminh","order came early which is always exciting drive is nice and fast easy to install if you know what youre doing and if you dont ms are one of the easier ones to install anyways did my research before buying is the fastest for gen and price at my time was very nice compared to everywhere else so allaround a win one concern i have is most samsung storage i have had in the past has slowed down over time i havent had problems with my preexisting  pro but sd portable ssd sata ssd from samsung i have seen and experienced slowing down i hope it doesnt happen to this as of now everything is all g my dudes",2024-02-08,5,"verified purchase"
