"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2359","Samsung-Unlocked-Awesome-Graphite-Branding","Buena compra","Augusto","Perfecto movil gama media por un buen precio, vale la pena cada centimo l, no decepciona en nada, buen procesador buenas camaras... simplemente nada a reclamar, antes que un xiaomi calidad precio es mejor comprar uno de estos","Reviewed in Spain on 4 October 2023","5.0 out of 5 stars","Verified Purchase"
"2360","Samsung-Unlocked-Awesome-Graphite-Branding","Très satisfait","Fabrice.h","C'est un achat de dernière minute ayant cassé mon A70, il me fallait un téléphone rapidement mais je dois dire que c'est un très bon portable bien équipé pour un budget raisonnable je recommande","Reviewed in France on 5 September 2023","5.0 out of 5 stars","Verified Purchase"
"2361","Samsung-Unlocked-Awesome-Graphite-Branding","Genial","GalloMan","Está genial por el precio y funciona todo al 100, espero que no me lo bloqueen por el dichoso mercado gris al ser de usa","Reviewed in Mexico on 30 November 2023","4.4 out of 5 stars","Verified Purchase"
"2362","Samsung-Unlocked-Awesome-Graphite-Branding","Ottimo servizio","Elena","La consegna è avvenuta in modo puntuale e il prodotto è perfettamente funzionante. Il prezzo è competitivo.","Reviewed in Italy on 15 February 2024","5.0 out of 5 stars","Verified Purchase"
"2363","Samsung-Unlocked-Awesome-Graphite-Branding","Good phone below 300 Euros.","Martin S.","Bought this phone as quick replacement to her 2021 Poco F3 which failed couple weeks ago. Minuses: Processor is much worse compared to F3's, Slow charging time 25W-1.5h, Heavy 202 grams, Thick, Loads of bloatware (delete them during or just after set up), No charger, no earphones. Pluses: Camera with OIS and nice functions, Large battery, Fingerprint is fast, Promised long time support by Samsung, 8 GB RAM, Good Super Amoled screen, Micro SD Card support. It's just an average device good in price range below 300 Euros. Came in original box, but without plastic cover witch may indicate that box was opened before. Original Samsung labels placed on the box corners were covered with seller labels.","Reviewed in the United Kingdom on 28 January 2024","5.0 out of 5 stars","Verified Purchase"
"2364","Samsung-Unlocked-Awesome-Graphite-Branding","Bon smartphone","Martin S.","En remplacement d'un a52 à qui il est arrivé malheur (tombé dans un seau d'huile de vidange, et oui...). Très satisfait de mon feu ancien smartphone j'ai repris le modèle plus récent et tout aussi ravi.","Reviewed in France on 15 March 2024","5.0 out of 5 stars","Verified Purchase"
"2365","Samsung-Unlocked-Awesome-Graphite-Branding","Works great","Jacky","Works on my Tmobile account with no issues. Data transfer between old and new phone was simple. Much faster than old phone.","Reviewed in the United States on 24 February 2024","5.0 out of 5 stars","Verified Purchase"
"2366","Samsung-Unlocked-Awesome-Graphite-Branding","Wie immer super","Gayle McPherson","Was soll ich von Samsung schon erwarten. Wie immer super leicht das Handy eingerichtet und nach wenigen Minuten startbereit...","Reviewed in Germany on 14 March 2024","5.0 out of 5 stars","Verified Purchase"
"2367","Samsung-Unlocked-Awesome-Graphite-Branding","Ottimo prodotto","Bobderbaumeister","Ottimo prodotto arrivato in anticipo","Reviewed in Italy on 2 March 2024","5.0 out of 5 stars","Verified Purchase"
"2368","Samsung-Unlocked-Awesome-Graphite-Branding","Nice","IVONNEPAGANOTTI","Gut","Reviewed in Germany on 23 November 2023","5.0 out of 5 stars","Verified Purchase"
"2369","Samsung-Unlocked-Awesome-Graphite-Branding","Excellent!","joeldacosta","Very good phone. Excellent price!","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars","Verified Purchase"
"2370","Samsung-Unlocked-Awesome-Graphite-Branding","La qualité","David","Pour mon usage personnel","Reviewed in Belgium on 20 December 2023","5.0 out of 5 stars","Verified Purchase"
"2371","Samsung-Unlocked-Awesome-Graphite-Branding","MI NUEVO SAMSUNG","carole","ESTOY ENCANTADA ME GUSTA MUCHO Y FUNCIONA BIEN. EL CAMBIO DE TELEFONO MUY FACIL.","Reviewed in Spain on 11 November 2023","4.4 out of 5 stars","Verified Purchase"
"2372","Samsung-Unlocked-Awesome-Graphite-Branding","Le prix","Roland Deleu","En remplacement d.un A 52","Reviewed in France on 16 October 2023","5.0 out of 5 stars","Verified Purchase"
"2373","Samsung-Unlocked-Awesome-Graphite-Branding","Exynos grzeje się od patrzenia","Paweł","Telefonu polecić nie mogę pod żadnych względem. Grzał się od patrzenia, poszedł na zwrot.","Reviewed in Poland on 10 February 2024","5.0 out of 5 stars","Verified Purchase"
"2374","Samsung-Unlocked-Awesome-Graphite-Branding","diseño bonito","juan josé","diseño bonito y buena relación calidad precio.muy recomendable.","Reviewed in Spain on 11 November 2023","2.0 out of 5 stars","Verified Purchase"
"2375","Samsung-Unlocked-Awesome-Graphite-Branding","Assez contente","flo","Ce téléphone me convient par contre il est livré avec un câble qui a deux fiches identiques ( pas d'utilité pour moi) et pas de chargeur! Il faut que je m'en achète un ☹️","Reviewed in France on 15 July 2023","5.0 out of 5 stars","Verified Purchase"
"2376","Samsung-Unlocked-Awesome-Graphite-Branding","Gutes Gerät zu akzeptablem Preis","flo","Mein altes S7 erhält keine Sicherheitsupdates mehr und damit kann ich nicht mehr auf meine Bank-App zugreifen. Schade. Also musste ein neues Gerät her. Samsung sollte es sein, die neueren Geräte der S-Serie waren mir zu teuer. Speichererweiterung mit SD-Karte sollte möglich sein.Ich bin beim A54 5G gelandet und zufrieden. Einrichtung wie immer bei Samsung komplikationslos, Bedienung logisch wie von den früheren Geräte gewohnt, guter Bildschirm, stabile Verbindung, tolle Kamera. Empfehlenswert.","Reviewed in Germany on 19 May 2023","4.0 out of 5 stars","Verified Purchase"
"2377","Samsung-Unlocked-Awesome-Graphite-Branding","Best price online","Jowe","Great price at the time of purchase","Reviewed in the United Kingdom on 13 December 2023","4.0 out of 5 stars","Verified Purchase"
"2378","Samsung-Unlocked-Awesome-Graphite-Branding","Overall great for value, despite being a risky purchase","M. S. Huq","The phone arrived on time. One thing is the seal was broken, but I'm assuming it was a risky purchase anyway and because of the price I got for a retail standard of 500 euro, it was quite the steal. It also came with a lot of pre-downloaded bloatware apps, but it was simple to uninstall them. Sleek design. It doesn't come with a case so I bought a case and screencover for it. It only comes with a USB charger without a plug, so be sure to purchase that as well. I bought the phone for many reasons, namely after reading reviews about a 40 hour battery life, but it definitely only has 10 hours max, maybe 12 with minimal usage but it is a quick charge, so I don't mind. The camera is exceptional, and comes with varying levels of zoom and quality. It has an extra sd port of up to 1tb, so i bought a microsd of 1tb for 20 quid on amazon, so storage isn't an issue. Overall very happy with the phone, but it's still early days and I do feel a bit anxious about how there's no warranty on the phone. Though again, at the price - it's a steal.","Reviewed in the United Kingdom on 9 March 2024","5.0 out of 5 stars","Verified Purchase"
"2379","Samsung-Unlocked-Awesome-Graphite-Branding","Nice phone, samsung support is pathetic","Elly","I only gave this item a 4 star instead of 5 because the samsung support is non-existent. Terrible, terrible support. But, I do love the phone. Once set up, it functions as I hoped it would.","Reviewed in the United States on 31 January 2024","5.0 out of 5 stars","Verified Purchase"
"2380","Samsung-Unlocked-Awesome-Graphite-Branding","Telefono veloce e dallo schermo luminoso.","countrygirl","Come dicevo nel titolo lo smartphone è veloce ed ha uno bellissimo schermo molto luminoso per la fascia media. Inoltre la one ui è molto personalizzabile adoro tutto ciò.","Reviewed in Italy on 16 June 2023","4.0 out of 5 stars","Verified Purchase"
"2381","Samsung-Unlocked-Awesome-Graphite-Branding","El producto es bueno pero no es el color que solicite","Carlos Edgardo Valadez Jasso","Me llegó el teléfono pero no del color que solicite. Solicite color Negro y me llegó en un color Lima el cual no es agradable para mi.Ya lo he enviado en devolución.","Reviewed in Mexico on 28 November 2023","4.4 out of 5 stars","Verified Purchase"
"2382","Samsung-Unlocked-Awesome-Graphite-Branding","Ottimo acquisto","Gabriele","Bellissimo ottima qualità prezzo veloce sia in carica che in navigazione consigliatissimo","Reviewed in Italy on 6 January 2024","4.0 out of 5 stars","Verified Purchase"
"2383","Samsung-Unlocked-Awesome-Graphite-Branding","Conforme à la description","karine vidonne","Article conforme, reçu en très bon état et bien emballé. Fonctionne parfaitement. Paiement effectué en plusieurs fois simplement.","Reviewed in France on 9 September 2023","5.0 out of 5 stars","Verified Purchase"
"2384","Samsung-Unlocked-Awesome-Graphite-Branding","Great phone!","Karla Heath","Arrived on time, it was already for me to set up in English. No problems with the devise so far, fantastic price, well worth the purchase. Very happy!","Reviewed in the United Kingdom on 10 November 2023","4.0 out of 5 stars","Verified Purchase"
"2385","Samsung-Unlocked-Awesome-Graphite-Branding","Bon produit","Aurore","👍 prix avantageux👍 Performances affichées validées👍 Super qualité photo👎La batterie ne tient pas ses promesses👎 Produit ni destiné à la France mais à l'Europe de l'est (pour nous aucun souci, mais ça peut en créer selon les usages)Je recommande 😀","Reviewed in France on 4 March 2024","5.0 out of 5 stars","Verified Purchase"
"2386","Samsung-Unlocked-Awesome-Graphite-Branding","Buena calidad/precio","Alberto","Estamos ante un móvil razonablemente moderno, con una buena batería y cámara.La única pega es que como es Samsung, son unos canallas y te dan cable de cargador pero no enchufe.","Reviewed in Spain on 15 November 2023","4.0 out of 5 stars","Verified Purchase"
"2387","Samsung-Unlocked-Awesome-Graphite-Branding","Good","Silica","Fast shipping, good phone. Very satisfied.","Reviewed in Germany on 11 November 2023","4.0 out of 5 stars","Verified Purchase"
"2388","Samsung-Unlocked-Awesome-Graphite-Branding","Performance","Client d'Amazon","Rapidité, batterie efficace,Bon écran. Bon son.","Reviewed in Belgium on 23 November 2023","5.0 out of 5 stars","Verified Purchase"
"2389","Samsung-Unlocked-Awesome-Graphite-Branding","SAMSUNG A54 5G 8/128GB DS White EU","Stefano Bruni","Smartphone Samsung A54 davvero niente male, in questo caso non si tratta di un prodotto base ma di un prodotto di fascia media quindi la qualità si vede. Display grande e con colori nitidi, le foto scattate sono davvero belle, durata della batteria eccellente e le app girano tranquillamente senza bloccarsi.Arrivato in pochissimo tempo come sempre!","Reviewed in Italy on 22 September 2023","4.0 out of 5 stars","Verified Purchase"
"2390","Samsung-Unlocked-Awesome-Graphite-Branding","Prezzo conveniente","patuto79","Buon articolo, prezzo conveniente","Reviewed in Italy on 2 February 2024","4.0 out of 5 stars","Verified Purchase"
"2391","Samsung-Unlocked-Awesome-Graphite-Branding","Versión europa y envoltrio intacto","Sandra de la Fuente","El producto llegó nuevo, con la caja en su envoltorio de plástico y los sellos intactos. En la etiqueta pone ""solo SIM europeas"" así que es de suponer que el teléfono es una versión de Europa y, por lo tanto, le ampara la garantía de la UE.Al encenderlo sale el menú de inicio, con varios idiomas para elegir, incluido el español (de España).No he tenido problemas para conectarlo al wifi ni al 5G, ni tampoco con ninguna aplicación de las que uso habitualmente.Tiene un bonito diseño, parece robusto y de calidad, es algo pesado. Funciona de manera fluida con las aplicaciones más comunes, con la navegación y con los juegos de exigencia media. A veces me hace un parpadeo extraño en las transiciones de uno de los juegos, espero que sea cosa del juego y no del móvil.La calidad de la imagen es estupenda.La cámara tiene una calidad muy decente, me ha sorprendido lo bien que funciona haciendo fotos en la penumbra y lo detalladas que salen con la función ""macro"".La batería dura un día tranquilamente, y se carga bastante de prisa, en caso de apuro en unos 10 min. se carga un 20% aproximadamente.De momento todo bien, es un buen móvil de gama media, ofrece todo lo que se le puede exigir a un teléfono de estas características.","Reviewed in Spain on 14 March 2024","4.4 out of 5 stars","Verified Purchase"
"2392","Samsung-Unlocked-Awesome-Graphite-Branding","Gut","Sandra de la Fuente","Längere Akkulaufzeit als die Vorgänger","Reviewed in Germany on 23 February 2024","4.0 out of 5 stars","Verified Purchase"
"2393","Samsung-Unlocked-Awesome-Graphite-Branding","Très bon téléphone.","Lava","Ma fille la eu pour son anniversaire, elle est très contente de son cadeau. S'en sert tout le temps, il est rapide a beaucoup de mémoire la batterie tient toute la journée.","Reviewed in France on 22 August 2023","4.0 out of 5 stars","Verified Purchase"
"2394","Samsung-Unlocked-Awesome-Graphite-Branding","Muy bien","POPIEUL MARC","Después de 3 días con el me parece una muy buena opcion","Reviewed in Spain on 10 March 2024","4.0 out of 5 stars","Verified Purchase"
"2395","Samsung-Unlocked-Awesome-Graphite-Branding","Super merci","Gaietà","Super merci j adore","Reviewed in France on 13 September 2023","5.0 out of 5 stars","Verified Purchase"
"2396","Samsung-Unlocked-Awesome-Graphite-Branding","Usual Samsung excellence","Client d'Amazon","This replaced my old Samsung, I'm very happy with it","Reviewed in the United Kingdom on 23 February 2024","5.0 out of 5 stars","Verified Purchase"
"2397","Samsung-Unlocked-Awesome-Graphite-Branding","Justo lo que quería a un buen precio","GTC","Un buen precio y encima tienda nacional por lo que en caso de problemas es más fácil la comunicación. Prefecto el envío","Reviewed in Spain on 6 December 2023","5.0 out of 5 stars","Verified Purchase"
"2398","Samsung-Unlocked-Awesome-Graphite-Branding","Calidad","Fran Jiménez","Llego 1 día antes de lo establecido, bien por eso, bien envuelto, y muy amable la persona que lo entregó","Reviewed in Mexico on 23 November 2023","5.0 out of 5 stars","Verified Purchase"
"2399","Samsung-Unlocked-Awesome-Graphite-Branding","Good mid range","En buen estado, sin daños, cerrado","My mam likes it.Came in time, in good condition.Works well.","Reviewed in Germany on 2 September 2023","5.0 out of 5 stars","Verified Purchase"
"2400","Samsung-Unlocked-Awesome-Graphite-Branding","Super","En buen estado, sin daños, cerrado","Sieht gut aus ,handlich ,schöne Farbe, und gute Bilder","Reviewed in Germany on 23 November 2023","5.0 out of 5 stars","Verified Purchase"
"2401","Samsung-Galaxy-Lime-Unlocked-128GB","Alles super!","Peter","Ich bin sehr zufrieden mit dem Handy. Das Display und die Lautsprecher sind sehr gut und haben eine hohe Qualität. Ein Kaufgrund war unter anderem die Update-Garantie für 4-5 Jahre von Samsung.","Reviewed in Germany on 22 February 2024","4.3 out of 5 stars","Verified Purchase"
"2402","Samsung-Galaxy-Lime-Unlocked-128GB","Good working phone","Adil Natha","Cheap and good","Reviewed in the United Kingdom on 25 September 2023","5.0 out of 5 stars","Verified Purchase"
"2403","Samsung-Galaxy-Lime-Unlocked-128GB","Ottimo prodotto","IVONNEPAGANOTTI","Prodotto arrivato in anticipo...","Reviewed in Italy on 2 March 2024","5.0 out of 5 stars","Verified Purchase"
"2404","Samsung-Galaxy-Lime-Unlocked-128GB","Calidad a muy buen precio","Joaquin Párraga","Tiene un audio impresionante.  Mucha fluidez. Totalmente recomendable.  No hace falta gastas más dinero para tener un móvil mejor que este.","Reviewed in Spain on 21 February 2024","5.0 out of 5 stars","Verified Purchase"
"2405","Samsung-Galaxy-Lime-Unlocked-128GB","Scandaleux","BARDELLI","Commande reçue ce jour de deux téléphones portables Samsung A54 5 g. Très mécontents de ces produits commandés en 8 GB, l'un des deux est en 6 GB. Les boîtes sont très sales et tachées de marque de doigts et de colle, un téléphone s'éclaire tout seul juste en ouvrant la boîte sans le toucher et pour terminer l'une des boîtes a deux étiquettes de scellé collées l'une sur l'autre, ce qui est anormal. Boîte déjà ouverte donc téléphones reconditionnés ???","Reviewed in France on 5 January 2024","5.0 out of 5 stars","Verified Purchase"
"2406","Samsung-Galaxy-Lime-Unlocked-128GB","False advertising","Kelly Roscoe","This product says it's waterproof in up to 1 meter of water for 30 minutes. I dropped mine in a foot spa and snatched it out immediately. I have repeatedly tried to remove the cover to dry it out but cannot remove it without destroying it. Days later and I still cannot charge it because the error message says there is moisture in the charging port.It is NOT waterproof!I want to return it but the seller says the return window is closed. I've only had it a month and a half.I would give this less than 1 star if I could.","Reviewed in Mexico on 13 March 2024","1.0 out of 5 stars","Verified Purchase"
"2407","Samsung-Galaxy-Lime-Unlocked-128GB","No VAT receipt","Lorna H.","Nothing wrong  with the product. Phone works well but when I went to print my vat receipt it said it was ""out the scope of vat"".There is a vat reg number at the top of the invoice so you should  be able to claim the vat back.These cowboys just cost me over £50!!","Reviewed in the United Kingdom on 31 January 2024","1.0 out of 5 stars","Verified Purchase"
"2408","Samsung-Galaxy-Lime-Unlocked-128GB","Molto bene","Mauro","Anche stavolta la ""serie pari"" degli A50 è riuscita (A50, A52 e A54) ottimo smartphone preso a 300€....va davvero bene. Un medio gamma senza compromessi....lo riprenderei","Reviewed in Italy on 13 February 2024","1.0 out of 5 stars","Verified Purchase"
"2409","Samsung-Galaxy-Lime-Unlocked-128GB","Samsung A54 5g","Wolfgang Zimmer","Sehr schönes Handy. Erfüllt meine Bedürfnisse.","Reviewed in Germany on 3 March 2024","5.0 out of 5 stars","Verified Purchase"
"2410","Samsung-Galaxy-Lime-Unlocked-128GB","😀","jim","Beau téléphone 😍Reçu dans les tempsÉquipé de son fil pour le charger + manuel d'utilisation pour ceux qui en ont besoinLa couleur est + que canon 💪un beau vert 🥰Merci au vendeur","Reviewed in France on 29 February 2024","5.0 out of 5 stars","Verified Purchase"
"2411","Samsung-Galaxy-Lime-Unlocked-128GB","Figura que hay humedad en puerto usb y no es verdad","Sofia Asinari","Luego de unos meses de tener este Samsung a54 me empezó a salir un cartel de humedad en el puerto usb, a pesar de secarlo y dejarlo para que de seque,  no se soluciona. En horas me quedaré sin carga y sin teléfono porque ni carga.No duró ni un año.La camara es muy mala","Reviewed in Spain on 21 January 2024","4.3 out of 5 stars","Verified Purchase"
"2412","Samsung-Galaxy-Lime-Unlocked-128GB","Serieta","Visintin riccardo","Come dei miei precedenti commenti sempre il top.","Reviewed in Italy on 14 March 2024","1.0 out of 5 stars","Verified Purchase"
"2413","Samsung-Galaxy-Lime-Unlocked-128GB","rapport qualité / prix très intéressant","momo76","Mise en place des indispensables pour le Samsung A54 (dispo sur Amazon):(1) Carte mémoire Micro SD 512 Go Classe 10 dans le tiroir SIM2(2) Câbles USBC chargeur type c(1) Chargeur 45W pour Samsung(1) Suanpot Coque pour Samsung A54 5G avec RFID Blocking (contre piratage données CB)Smart Switchrécupération des données et programmes issus d'un smartphone Android.Source Blackview A70 12-09-2021 Android 11 (12-09-2021 Amazon).Destination Samsung A54 5G 07-01-2024 One UI 6.0 (11-01-2024 Amazon).Récupération partielle ou totale des programmes et données:Calendrier ProContactsWhatsAppBoutique AmazonLa banque postaleMessages SMS (ex DoctoLib)Le boncoinSmart Life Alarme AGSHOME (intrusions domicile)Protect Home (4 caméras WIFI)ImouLife (camera à détection ""human"")Centrale Alarm Somfy (commande programmée des volets roulants)FacebookCarte VitaleThermostat connecté wifi De DietrichMy moulinex (sauvegarde recettes cookeo)Mon espace santéGestfilmsHeroBand III (montre connectée).","Reviewed in France on 14 January 2024","5.0 out of 5 stars","Verified Purchase"
"2414","Samsung-Galaxy-Lime-Unlocked-128GB","Incredible price for what you are getting.","Boovetel","At first I hesitated. If you need a good phone, I definitely recommend this. Received it exactly as described.","Reviewed in the United Kingdom on 19 August 2023","5.0 out of 5 stars","Verified Purchase"
"2415","Samsung-Galaxy-Lime-Unlocked-128GB","Buen telefono.","Atom.","El telefono esta muy bien dentro de su sector,buena camara,carga muy rapido,y buena bateria,esteticamente bonito.","Reviewed in Spain on 3 October 2023","5.0 out of 5 stars","Verified Purchase"
"2416","Samsung-Galaxy-Lime-Unlocked-128GB","Fantástica compra","noelia","El móvil va estupendo , rápido, buena cámara,  una gama media que va muy bien, no quería un móvil excesivamente caro y este cumple las expectativas.  Lo recomiendo","Reviewed in Spain on 18 February 2024","5.0 out of 5 stars","Verified Purchase"
"2417","Samsung-Galaxy-Lime-Unlocked-128GB","Not UK version","Rewiever1","It is not the UK version and does not include E Sim.","Reviewed in the United Kingdom on 2 March 2024","4.0 out of 5 stars","Verified Purchase"
"2418","Samsung-Galaxy-Lime-Unlocked-128GB","Reso per prodotto errato","Andrea","Prodotto reso perché non corrispondente all’annuncio. Ricevuto altro modello di fascia molto bassa. Reso accettato m ho dovuto farlo a mie spese","Reviewed in Italy on 31 October 2023","1.0 out of 5 stars","Verified Purchase"
"2419","Samsung-Galaxy-Lime-Unlocked-128GB","Love this phone!","Max","This phone is brilliant. The display is great, the camera is fabulous, the battery lasts a good day and a half, and I just love it.","Reviewed in Germany on 15 October 2023","1.0 out of 5 stars","Verified Purchase"
"2420","Samsung-Galaxy-Lime-Unlocked-128GB","Très bien.","Client d'Amazon","Excellent rapport qualité/prix (d'autant que je l'ai eu en promotion). Tient bien la charge. Connexion très rapide en wifi 6. Pas encore essayé en 5 G, mais y a pas de raison.","Reviewed in France on 14 October 2023","5.0 out of 5 stars","Verified Purchase"
"2421","Samsung-Galaxy-Lime-Unlocked-128GB","Transfering info from old phone","Terry","I had an old Samsung. Using the SmartSwitch it was very easy to transfer from old ohone to new phone. All contacts were saved under my email address.","Reviewed in Germany on 5 September 2023","4.3 out of 5 stars","Verified Purchase"
"2422","Samsung-Galaxy-Lime-Unlocked-128GB","Ottimo prodotto","franco del mese","Smartphone di ottima fattura e livello al top con buon rapporto qualità prezzo","Reviewed in Italy on 15 December 2023","5.0 out of 5 stars","Verified Purchase"
"2423","Samsung-Galaxy-Lime-Unlocked-128GB","Va genial","Maria","Me encanta el color","Reviewed in Spain on 24 February 2024","5.0 out of 5 stars","Verified Purchase"
"2424","Samsung-Galaxy-Lime-Unlocked-128GB","Satisfait","Nicolas","L appareil fonctionne bien.. livraison rapide","Reviewed in France on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"2425","Samsung-Galaxy-Lime-Unlocked-128GB","Portable au rdv","Eivlys","Très bon portable pour mon usage personnel.Cependant le seul point négatif c est le colis , livré simplement dans une enveloppe , vraiment léger  quand on sait que les colis sont balancé dans tout les sens.Vu le prix de l article , Un carton avec des protections aurait été judicieux .","Reviewed in France on 8 February 2024","5.0 out of 5 stars","Verified Purchase"
"2426","Samsung-Galaxy-Lime-Unlocked-128GB","Samsung A54","Klaus","Super Handy, schnelle Lieferung","Reviewed in Germany on 16 March 2024","4.0 out of 5 stars","Verified Purchase"
"2427","Samsung-Galaxy-Lime-Unlocked-128GB","Buena calidad precio","VICTOR","Por menos de 400, la relacion calidad/precio es buena. El brillo de la pantalla exterior en un dia soleado es muy limitado.","Reviewed in Spain on 4 March 2024","4.0 out of 5 stars","Verified Purchase"
"2428","Samsung-Galaxy-Lime-Unlocked-128GB","Muy completo, PERO ...","Mercedes Román","Es un muy buen móvil de gama media. Sus materiales son de mucha calidad y su pantalla es fantástica, con buenos colores y buen brillo. Va bastante fluido con una pantalla de 120hz y lo mueve todo a buena velocidad salvo algunas excepciones. Me ha decepcionado un poco la camara. Esperaba mucho de este móvil en el aspecto fotográfico y me ha fallado. Satura mucho los colores y a veces no enfoca bien al sujeto de la fotografía lo que puede ocasionar fotos borrosas. Cuando hay un leve movimiento ya sale borrosa no hay mucha estabilización. Los modos de cámara son complejos y no se termina de entender como sacar más partido. Supuestamente antes de la actualización 6.0 la camara era mejor, pero tras esta es prácticamente una camara de gama baja. Me estoy planteando incluso si me quedaré con el o no. Es muy molesto tener que estar editando los colores de las fotos y preocupandote y de cuán movidas salen.","Reviewed in Spain on 9 January 2024","4.0 out of 5 stars","Verified Purchase"
"2429","Samsung-Galaxy-Lime-Unlocked-128GB","Buon prodotto tutto sommato","Mercedes Román","Telefono dalle ottime prestazioni e anche molto buono per la fascia di prezzo. Lo consiglio anche se... io dopo un paio di mesi ho riscontrato un problema al microfono. Sarò stato sfigato non lo so, magari è stato solo un caso però la cosa va segnalata e per il brand come quello di Samsung una cosa così lascia un po' a desiderare.","Reviewed in Italy on 26 February 2024","3.0 out of 5 stars","Verified Purchase"
"2430","Samsung-Galaxy-Lime-Unlocked-128GB","Buen móvil a buen precio","Rafael Ferrari",".","Reviewed in Spain on 26 February 2024","3.0 out of 5 stars","Verified Purchase"
"2431","Samsung-Galaxy-Lime-Unlocked-128GB","Funciona bien","Miguel","La batería aguanta fácilmente 2 dias sin cargar con una actividad media, algunos vídeos en YouTube y consultas en redes sociales.Lo que no me gusta es que no tenga un led, como tenía  mi anterior móvil BQ xpro, que te indicaba que habias recibido una notificación y no necesitabas tener el sonido activo.","Reviewed in Spain on 24 November 2023","4.3 out of 5 stars","Verified Purchase"
"2432","Samsung-Galaxy-Lime-Unlocked-128GB","Ottimo telefono, ma…","peppe85","Bel telefono preso a un buon prezzo, fa belle foto e il riconoscimento dell’impronta digitale sotto lo schermo funziona bene. Non ho riscontrato bug o impuntamenti, l’unico “problema” che ho riscontrato è il “mercato di destinazione”, perché associandolo con il Samsung watch active 2, l’app Healt Monitor restituisce il messaggio che l’app non supporta il telefono perché “Non disponibile in questo paese” (con il vecchio Galaxy A8 non avevo questo problema). Ho comunque risolto con la stessa app scaricata da Xda (senza blocchi di “paese”).","Reviewed in Italy on 25 September 2023","4.0 out of 5 stars","Verified Purchase"
"2433","Samsung-Galaxy-Lime-Unlocked-128GB","Muy bueno","Angela","Lo compre para mi madre y ella esta encantada, abre las aplicaciones perfecto, saca muy buenas fotos y la bateria es correcta! El envio fue bastante rapido.","Reviewed in Spain on 2 December 2023","4.0 out of 5 stars","Verified Purchase"
"2434","Samsung-Galaxy-Lime-Unlocked-128GB","Wie beschrieben","Angela","Telefon funktioniert","Reviewed in Germany on 10 December 2023","4.0 out of 5 stars","Verified Purchase"
"2435","Samsung-Galaxy-Lime-Unlocked-128GB","Ottimo prodotto, nelle aspettative","Detlef J.","Prodotto ottimo, usato ormai da quasi un anno.L'ho acquistato principalmente per la fotocamera che sta dando soddisfazioni. Quando si devono fare i video, lo zoom della camera risulta un po' più vicino al soggetto quando si fa il passaggio dalla finestra foto a quella video.La durata della batteria è nella norma, tenendo aperte varie app dura tranquillamente una giornata intera.","Reviewed in Italy on 24 November 2023","4.0 out of 5 stars","Verified Purchase"
"2436","Samsung-Galaxy-Lime-Unlocked-128GB","OTTIMO CELLULARE!","Chiara Bidini","OTTIMO!È  IL PRIMO CELLULARE  DI FASCIA MEDIA CHE MI SODDISFA! BENE BRAVI!","Reviewed in Italy on 22 October 2023","4.0 out of 5 stars","Verified Purchase"
"2437","Samsung-Galaxy-Lime-Unlocked-128GB","Ultimo prodotto","giampaolo tabachin","E arrivato in anticipo, tutto era ok. 128gb e 8gb RAM.","Reviewed in Italy on 28 December 2023","5.0 out of 5 stars","Verified Purchase"
"2438","Samsung-Galaxy-Lime-Unlocked-128GB","Incroyable","Obasogie Victor","Voilà plus de 10 ans que j'étais chez Apple. Je me suis renseigné pour retourner chez Samsung mais je voulais un téléphone qui tienne au niveau de la batterie, qui fasse de très belles photos et qui soit très fluide.Il est tout simplement incroyable, je ne regrette pas une seconde de mettre séparé d'apple","Reviewed in France on 13 January 2024","4.0 out of 5 stars","Verified Purchase"
"2439","Samsung-Galaxy-Lime-Unlocked-128GB","El móvil está estupendo","Client d'Amazon","La entrega no se realizó en su día, ponía entrega garantizada pero se retrasó.Por lo demás bien.","Reviewed in Spain on 27 October 2023","5.0 out of 5 stars","Verified Purchase"
"2440","Samsung-Galaxy-Lime-Unlocked-128GB","Buena relación calidad - precio","Marinma","Me parece un movilazo. Va genial. Rápido, buenas fotos. Muy bonito y robusto. Está bien construido. Lo único que le echo en falta es la carga inalambrica, es lo único por lo que le doy 4 estrellas en lugar de 5. Pero la gama media es así.Totalmente recomendable.","Reviewed in Spain on 13 August 2023","5.0 out of 5 stars","Verified Purchase"
"2441","Samsung-Galaxy-Lime-Unlocked-128GB","Qualité prix au top","odessa91","Téléphone incroyable pour le prix.Surtout de cette couleurs je l'ai protégé avant et arriere avec un film hydrogel.La qualité des photos et videos est au top.J'ai activé une option qui charge la batterie à 85% en 35min. Et se coupe je le charge plus souvent mais cela protège la batterie. Pour le prix moins de 400e.Wifi6 un gros plus. Pas mal d'optionPour les jeux pas test pour l'instant.Le partage de connexion marche très bien dans la voiture sans coupure pour waze Spotify... Le a53 était nul celui la est au dessus.","Reviewed in France on 17 October 2023","4.3 out of 5 stars","Verified Purchase"
"2442","Samsung-Galaxy-Lime-Unlocked-128GB","bon produit","2spl","superbe téléphonequalité photo top pour la catégoriebel écranfacile de mise en route avec smarthingseul regret pas de charge sans filmise à jour de One UI 6 ce matin pas fais de jeu avec","Reviewed in France on 13 December 2023","5.0 out of 5 stars","Verified Purchase"
