"","title","author","subject","abstract","date"
"113","towards localized accuracy assessment of remote-sensing derived built-up land layers across the rural-urban continuum","johannes h. uhl, stefan leyk","physics and society","the accuracy assessment of remote-sensing derived built-up land data represents a specific case of binary map comparison, where class imbalance varies considerably across rural-urban trajectories. thus, local accuracy characterization of such datasets requires specific strategies that are robust to low sample sizes and different levels of class imbalance. herein, we examine the suitability of commonly used spatial agreement measures for their localized accuracy characterization of built-up land layers across the rural-urban continuum, using the global human settlement layer and a reference database of built-up land derived from cadastral and building footprint data.",2024-02-29
"114","rinalmo: general-purpose rna language models can generalize well on structure prediction tasks","rafael josip penić, tin vlašić, roland g. huber, yue wan, mile šikić","biomolecules","ribonucleic acid (rna) plays a variety of crucial roles in fundamental biological processes. recently, rna has become an interesting drug target, emphasizing the need to improve our understanding of its structures and functions. over the years, sequencing technologies have produced an enormous amount of unlabeled rna data, which hides important knowledge and potential. motivated by the successes of protein language models, we introduce ribonucleic acid language model (rinalmo) to help unveil the hidden code of rna. rinalmo is the largest rna language model to date with $650$ million parameters pre-trained on $36$ million non-coding rna sequences from several available databases. rinalmo is able to extract hidden knowledge and capture the underlying structure information implicitly embedded within the rna sequences. rinalmo achieves state-of-the-art results on several downstream tasks. notably, we show that its generalization capabilities can overcome the inability of other deep learning methods for secondary structure prediction to generalize on unseen rna families. the code has been made publicly available on this https url.",2024-02-29
"115","from design to device: challenges and opportunities in computational discovery of p-type transparent conductors","rachel woods-robinson, monica morales-masis, geoffroy hautier, andrea crovetto","applied physics","a high-performance p-type transparent conductor (tc) does not yet exist, but could lead to advances in a wide range of optoelectronic applications and enable new architectures for, e.g., next-generation photovoltaic (pv) devices. high-throughput computational material screenings have been a promising approach to filter databases and identify new p-type tc candidates, and some of these predictions have been experimentally validated. however, most of these predicted candidates do not have experimentally-achieved properties on par with n-type tcs used in solar cells, and therefore have not yet been used in commercial devices. thus, there is still a significant divide between transforming predictions into results that are actually achievable in the lab, and an even greater lag in scaling predicted materials into functional devices. in this perspective, we outline some of the major disconnects in this materials discovery process -- from scaling computational predictions into synthesizable crystals and thin films in the laboratory, to scaling lab-grown films into real-world solar devices -- and share insights to inform future strategies for tc discovery and design.",2024-02-29
"116","modular blind video quality assessment","wen wen, mu li, yabin zhang, yiting liao, junlin li, li zhang, kede ma","image and video processing","blind video quality assessment (bvqa) plays a pivotal role in evaluating and improving the viewing experience of end-users across a wide range of video-based platforms and services. contemporary deep learning-based models primarily analyze the video content in its aggressively downsampled format, while being blind to the impact of actual spatial resolution and frame rate on video quality. in this paper, we propose a modular bvqa model, and a method of training it to improve its modularity. specifically, our model comprises a base quality predictor, a spatial rectifier, and a temporal rectifier, responding to the visual content and distortion, spatial resolution, and frame rate changes on video quality, respectively. during training, spatial and temporal rectifiers are dropped out with some probabilities so as to make the base quality predictor a standalone bvqa model, which should work better with the rectifiers. extensive experiments on both professionally-generated content and user generated content video databases show that our quality model achieves superior or comparable performance to current methods. furthermore, the modularity of our model offers a great opportunity to analyze existing video quality databases in terms of their spatial and temporal complexities. last, our bvqa model is cost-effective to add other quality-relevant video attributes such as dynamic range and color gamut as additional rectifiers.",2024-02-29
"117","plangpt: enhancing urban planning with tailored language model and efficient retrieval","he zhu, wenjia zhang, nuoxian huang, boyang li, luyao niu, zipei fan, tianle lun, yicheng tao, junyou su, zhaoya gong, chenyu fang, xing liu","computation and language","in the field of urban planning, general-purpose large language models often struggle to meet the specific needs of planners. tasks like generating urban planning texts, retrieving related information, and evaluating planning documents pose unique challenges. to enhance the efficiency of urban professionals and overcome these obstacles, we introduce plangpt, the first specialized large language model tailored for urban and spatial planning. developed through collaborative efforts with institutions like the chinese academy of urban planning, plangpt leverages a customized local database retrieval framework, domain-specific fine-tuning of base models, and advanced tooling capabilities. empirical tests demonstrate that plangpt has achieved advanced performance, delivering responses of superior quality precisely tailored to the intricacies of urban planning.",2024-02-29
"118","a sound approach: using large language models to generate audio descriptions for egocentric text-audio retrieval","andreea-maria oncescu, joão f. henriques, andrew zisserman, samuel albanie, a. sophia koepke","audio and speech processing","video databases from the internet are a valuable source of text-audio retrieval datasets. however, given that sound and vision streams represent different ""views"" of the data, treating visual descriptions as audio descriptions is far from optimal. even if audio class labels are present, they commonly are not very detailed, making them unsuited for text-audio retrieval. to exploit relevant audio information from video-text datasets, we introduce a methodology for generating audio-centric descriptions using large language models (llms). in this work, we consider the egocentric video setting and propose three new text-audio retrieval benchmarks based on the epicmir and egomcq tasks, and on the epicsounds dataset. our approach for obtaining audio-centric descriptions gives significantly higher zero-shot performance than using the original visual-centric descriptions. furthermore, we show that using the same prompts, we can successfully employ llms to improve the retrieval on epicsounds, compared to using the original audio class labels of the dataset. finally, we confirm that llms can be used to determine the difficulty of identifying the action associated with a sound.",2024-02-29
"119","hunting for exocomet transits in the tess database using the random forest method","d.v. dobrycheva, m.yu. vasylenko, i.v. kulyk, ya.v. pavlenko, o.s. shubina, i.v. luk'yanyk, p.p. korsun","earth and planetary astrophysics","this study introduces an approach to detecting exocomet transits in the dataset of the transiting exoplanet survey satellite (tess), specifically within its sector 1. given the limited number of exocomet transits detected in the observed light curves, creating a sufficient training sample for the machine learning method was challenging. we developed a unique training sample by encapsulating simulated asymmetric transit profiles into observed light curves, thereby creating realistic data for the model training. to analyze these light curves, we employed the tsfresh software, which was a tool for extracting key features that were then used to refine our random forest model training. considering that cometary transits typically exhibit a small depth, less than 1% of the star's brightness, we chose to limit our sample to the cdpp parameter. our study focused on two target samples: light curves with a cdpp of less than 40 ppm and light curves with a cdpp of up to 150 ppm. each sample was accompanied by a corresponding training set. this methodology achieved an accuracy of approximately 96%, with both precision and recall rates exceeding 95% and a balanced f1-score of around 96%. this level of accuracy was effective in distinguishing between 'exocomet candidate' and 'non-candidate' classifications for light curves with a cdpp of less than 40 ppm, and our model identified 12 potential exocomet candidates. however, when applying machine learning to less accurate light curves (cdpp up to 150 ppm), we noticed a significant increase in curves that could not be confidently classified, but even in this case, our model identified 20 potential exocomet candidates. these promising results within sector 1 motivate us to extend our analysis across all tess sectors to detect and study comet-like activity in the extrasolar planetary systems.",2024-02-29
"120","hyperfednet: communication-efficient personalized federated learning via hypernetwork","xingyun chen, yan huang, zhenzhen xie, junjie pang","networking and internet architecture","in response to the challenges posed by non-independent and identically distributed (non-iid) data and the escalating threat of privacy attacks in federated learning (fl), we introduce hyperfednet (hfn), a novel architecture that incorporates hypernetworks to revolutionize parameter aggregation and transmission in fl. traditional fl approaches, characterized by the transmission of extensive parameters, not only incur significant communication overhead but also present vulnerabilities to privacy breaches through gradient analysis. hfn addresses these issues by transmitting a concise set of hypernetwork parameters, thereby reducing communication costs and enhancing privacy protection. upon deployment, the hfn algorithm enables the dynamic generation of parameters for the basic layer of the fl main network, utilizing local database features quantified by embedding vectors as input. through extensive experimentation, hfn demonstrates superior performance in reducing communication overhead and improving model accuracy compared to conventional fl methods. by integrating the hfn algorithm into the fl framework, hfn offers a solution to the challenges of non-iid data and privacy threats.",2024-02-28
"121","formalized identification of key factors in safety-relevant failure scenarios","tim maurice julitz, nadine schlüter, manuel löwer","software engineering","this research article presents a methodical data-based approach to systematically identify key factors in safety-related failure scenarios, with a focus on complex product-environmental systems in the era of industry 4.0. the study addresses the uncertainty arising from the growing complexity of modern products. the method uses scenario analysis and focuses on failure analysis within technical product development. the approach involves a derivation of influencing factors based on information from failure databases. the failures described here are documented individually in failure sequence diagrams and then related to each other in a relationship matrix. this creates a network of possible failure scenarios from individual failure cases that can be used in product development. to illustrate the application of the methodology, a case study of 41 rapex safety alerts for a hair dryer is presented. the failure sequence diagrams and influencing factor relationship matrices show 46 influencing factors that lead to safety-related failures. the predominant harm is burns and electric shocks, which are highlighted by the active and passive sum diagrams. the research demonstrates a robust method for identifying key factors in safety-related failure scenarios using information from failure databases. the methodology provides valuable insights into product development and emphasizes the frequency of influencing factors and their interconnectedness.",2024-02-28
"122","water-vapor absorption database using dual comb spectroscopy from 300-1300 k part ii: air-broadened h$_2$o, 6600 to 7650 cm$^{-1}$","scott c. egbert, keeyoon sung, sean c. coburn, brian j. drouin, gregory b. rieker","atmospheric and oceanic physics","we present broadband dual frequency comb laser absorption measurements of 2% h$_2$o (natural isotopic abundance of 99.7% h$_2^{16}$o) in air from 6600-7650 cm$^{-1}$ (1307-1515 nm) with a spectral point spacing of 0.0068 cm$^{-1}$. twenty-nine datasets were collected at temperatures between 300 and 1300 k ($\pm$0.82% average uncertainty) and pressures ranging from 20 to 600 torr ($\pm$0.25%) with an average residual absorbance noise of 8.0e-4 across the spectrum for all measurements. we fit measurements using a quadratic speed-dependent voigt profile to determine 7088 absorption parameters for 3366 individual transitions found in hitran2020. these measurements build on the line strength, line center, self-broadening, and self-shift parameters determined in the part i companion of this work. here we measure air-broadened width (with temperature- and speed-dependence) and air pressure shift (with temperature dependence) parameters. various trends are explored for extrapolation to weak transitions that were not covered in this work. improvements made in this work are predominantly due to the inclusion of air pressure shift temperature dependence values. in aggregate, these updates improved rms absorbance error by a factor of 4.2 on average, and the remaining residual is predominantly spectral noise. this updated database improves high temperature spectroscopic knowledge across the 6600 7650 cm$^{-1}$ region of h$_2$o absorption.",2024-02-28
"123","hy-dat: a tool to address hydropower modeling gaps using interdependency, efficiency curves, and unit dispatch models","dewei wang, bhaskar mitra, sameer nekkalapu, sohom datta, bibi matthew, rounak meyur, heng wang, slaven kincic","signal processing","as the power system continues to be flooded with intermittent resources, it becomes more important to accurately assess the role of hydro and its impact on the power grid. while hydropower generation has been studied for decades, dependency of power generation on water availability and constraints in hydro operation are not well represented in power system models used in the planning and operation of large-scale interconnection studies. there are still multiple modeling gaps that need to be addressed; if not, they can lead to inaccurate operation and planning reliability studies, and consequently to unintentional load shedding or even blackouts. as a result, it is very important that hydropower is represented correctly in both steady-state and dynamic power system studies. in this paper, we discuss the development and use of the hydrological dispatch and analysis tool (hy-dat) as an interactive graphical user interface, that uses a novel methodology to address the hydropower modeling gaps like water availability and interdependency using a database and algorithms to generate accurate representative models for power system simulation.",2024-02-28
"124","physics-informed machine learning for seismic response prediction of nonlinear steel moment resisting frame structures","r. bailey bond, pu ren, jerome f. hajjar, hao sun","applied physics","there is a growing interest in utilizing machine learning (ml) methods for structural metamodeling due to the substantial computational cost of traditional numerical simulations. the existing data-driven strategies show potential limitations to the model robustness and interpretability as well as the dependency of rich data. to address these challenges, this paper presents a novel physics-informed machine learning (piml) method, which incorporates scientific principles and physical laws into deep neural networks for modeling seismic responses of nonlinear structures. the basic concept is to constrain the solution space of the ml model within known physical bounds. this is made possible with three main features, namely, model order reduction, a long short-term memory (lstm) networks, and newton's second law (e.g., the equation of motion). model order reduction is essential for handling structural systems with inherent redundancy and enhancing model efficiency. the lstm network captures temporal dependencies, enabling accurate prediction of time series responses. the equation of motion is manipulated to learn system nonlinearities and confines the solution space within physically interpretable results. these features enable model training with relatively sparse data and offer benefits in terms of accuracy, interpretability, and robustness. furthermore, a dataset of seismically designed archetype ductile planar steel moment resistant frames under horizontal seismic loading, available in the designsafe-ci database, is considered for evaluation of the proposed method. the resulting metamodel is capable of handling more complex data compared to existing physics-guided lstm models and outperforms other non-physics data-driven neural networks.",2024-02-28
"125","fast buffet onset prediction and optimization method based on a pre-trained flowfield prediction model","yunjia yang, runze li, yufei zhang, haixin chen","fluid dynamics","the transonic buffet is a detrimental phenomenon occurs on supercritical airfoils and limits aircraft's operating envelope. traditional methods for predicting buffet onset rely on multiple computational fluid dynamics simulations to assess a series of airfoil flowfields and then apply criteria to them, which is slow and hinders optimization efforts. this article introduces an innovative approach for rapid buffet onset prediction. a machine-learning flowfield prediction model is pre-trained on a large database and then deployed offline to replace simulations in the buffet prediction process for new airfoil designs. unlike using a model to directly predict buffet onset, the proposed technique offers better visualization capabilities by providing users with intuitive flowfield outputs. it also demonstrates superior generalization ability, evidenced by a 32.5% reduction in average buffet onset prediction error on the testing dataset. the method is utilized to optimize the buffet performance of 11 distinct airfoils within and outside the training dataset. the optimization results are verified with simulations and proved to yield improved samples across all cases. it is affirmed the pre-trained flowfield prediction model can be applied to accelerate aerodynamic shape optimization, while further work still needs to raise its reliability for this safety-critical task.",2024-02-27
"126","towards spatiotemporal integration of bus transit with data-driven approaches","júlio borges, altieris m. peixoto, thiago h. silva, anelise munaretto, ricardo luders","social and information networks","this study aims to propose an approach for spatiotemporal integration of bus transit, which enables users to change bus lines by paying a single fare. this could increase bus transit efficiency and, consequently, help to make this mode of transportation more attractive. usually, this strategy is allowed for a few hours in a non-restricted area; thus, certain walking distance areas behave like ""virtual terminals."" for that, two data-driven algorithms are proposed in this work. first, a new algorithm for detecting itineraries based on bus gps data and the bus stop location. the proposed algorithm's results show that 90% of the database detected valid itineraries by excluding invalid markings and adding times at missing bus stops through temporal interpolation. second, this study proposes a bus stop clustering algorithm to define suitable areas for these virtual terminals where it would be possible to make bus transfers outside the physical terminals. using real-world origin-destination trips, the bus network, including clusters, can reduce traveled distances by up to 50%, making twice as many connections on average.",2024-02-27
"127","exploring gene regulatory interaction networks and predicting therapeutic molecules for hypopharyngeal cancer and egfr-mutated lung adenocarcinoma","abanti bhattacharjya, md manowarul islam, md ashraf uddin, md. alamin talukder, akm azad, sunil aryal, bikash kumar paul, wahia tasnim, muhammad ali abdulllah almoyad, mohammad ali moni","genomics","with the advent of information technology, the bioinformatics research field is becoming increasingly attractive to researchers and academicians. the recent development of various bioinformatics toolkits has facilitated the rapid processing and analysis of vast quantities of biological data for human perception. most studies focus on locating two connected diseases and making some observations to construct diverse gene regulatory interaction networks, a forerunner to general drug design for curing illness. for instance, hypopharyngeal cancer is a disease that is associated with egfr-mutated lung adenocarcinoma. in this study, we select egfr-mutated lung adenocarcinoma and hypopharyngeal cancer by finding the lung metastases in hypopharyngeal cancer. to conduct this study, we collect mircorarray datasets from geo (gene expression omnibus), an online database controlled by ncbi. differentially expressed genes, common genes, and hub genes between the selected two diseases are detected for the succeeding move. our research findings have suggested common therapeutic molecules for the selected diseases based on 10 hub genes with the highest interactions according to the degree topology method and the maximum clique centrality (mcc). our suggested therapeutic molecules will be fruitful for patients with those two diseases simultaneously.",2024-02-27
"128","wavelet scattering transform for bioacustics: application to watkins marine mammal sound database","davide carbone (1 and 2), alessandro licciardi (1 and 2) ((1) politecnico di torino, (2) istituto nazionale di fisica nucleare sezione di torino)","signal processing","marine mammal communication is a complex field, hindered by the diversity of vocalizations and environmental factors. the watkins marine mammal sound database (wmmd) is an extensive labeled dataset used in machine learning applications. however, the methods for data preparation, preprocessing, and classification found in the literature are quite disparate. this study first focuses on a brief review of the state-of-the-art benchmarks on the dataset, with an emphasis on clarifying data preparation and preprocessing methods. subsequently, we propose the application of the wavelet scattering transform (wst) in place of standard methods based on the short-time fourier transform (stft). the study also tackles a classification task using an ad-hoc deep architecture with residual layers. we outperform the existing classification architecture by $6\%$ in accuracy using wst and $8\%$ using mel spectrogram preprocessing, effectively reducing by half the number of misclassified samples, and reaching a top accuracy of $96\%$.",2024-02-20
"129","emotional voice messages (emovome) database: emotion recognition in spontaneous voice messages","lucía gómez zaragozá (1), rocío del amor (1), elena parra vargas (1), valery naranjo (1), mariano alcañiz raya (1), javier marín-morales (1) ((1) human-tech institute, universitat politènica de valència, valencia, spain)","sound","emotional voice messages (emovome) is a spontaneous speech dataset containing 999 audio messages from real conversations on a messaging app from 100 spanish speakers, gender balanced. voice messages were produced in-the-wild conditions before participants were recruited, avoiding any conscious bias due to laboratory environment. audios were labeled in valence and arousal dimensions by three non-experts and two experts, which were then combined to obtain a final label per dimension. the experts also provided an extra label corresponding to seven emotion categories. to set a baseline for future investigations using emovome, we implemented emotion recognition models using both speech and audio transcriptions. for speech, we used the standard egemaps feature set and support vector machines, obtaining 49.27% and 44.71% unweighted accuracy for valence and arousal respectively. for text, we fine-tuned a multilingual bert model and achieved 61.15% and 47.43% unweighted accuracy for valence and arousal respectively. this database will significantly contribute to research on emotion recognition in the wild, while also providing a unique natural and freely accessible resource for spanish.",2024-02-27
"130","ssresf: sensitivity-aware single-particle radiation effects simulation framework in soc platforms based on svm algorithm","meng liu (1), shuai li (1), fei xiao (1), ruijie wang (1), chunxue liu (2), liang wang (2) ((1) faculty of information technology, school of microelectronics, beijing university of technology, beijing, china, (2) beijing microelectronics technology institute, beijing, china)","hardware architecture","the ever-expanding scale of integrated circuits has brought about a significant rise in the design risks associated with radiation-resistant integrated circuit chips. traditional single-particle experimental methods, with their iterative design approach, are increasingly ill-suited for the challenges posed by large-scale integrated circuits. in response, this article introduces a novel sensitivity-aware single-particle radiation effects simulation framework tailored for system-on-chip platforms. based on svm algorithm we have implemented fast finding and classification of sensitive circuit nodes. additionally, the methodology automates soft error analysis across the entire software stack. the study includes practical experiments focusing on risc-v architecture, encompassing core components, buses, and memory systems. it culminates in the establishment of databases for single event upsets (seu) and single event transients (set), showcasing the practical efficacy of the proposed methodology in addressing radiation-induced challenges at the scale of contemporary integrated circuits. experimental results have shown up to 12.78x speed-up on the basis of achieving 94.58% accuracy.",2024-02-27
"131","enhancing eeg-to-text decoding through transferable representations from pre-trained contrastive eeg-text masked autoencoder","jiaqi wang, zhenxi song, zhengyu ma, xipeng qiu, min zhang, zhiguo zhang","computation and language","reconstructing natural language from non-invasive electroencephalography (eeg) holds great promise as a language decoding technology for brain-computer interfaces (bcis). however, eeg-based language decoding is still in its nascent stages, facing several technical issues such as: 1) absence of a hybrid strategy that can effectively integrate cross-modality (between eeg and text) self-learning with intra-modality self-reconstruction of eeg features or textual sequences; 2) under-utilization of large language models (llms) to enhance eeg-based language decoding. to address above issues, we propose the contrastive eeg-text masked autoencoder (cet-mae), a novel model that orchestrates compound self-supervised learning across and within eeg and text through a dedicated multi-stream encoder. furthermore, we develop a framework called e2t-ptr (eeg-to-text decoding using pretrained transferable representations), which leverages pre-trained modules alongside the eeg stream from cet-mae and further enables an llm (specifically bart) to decode text from eeg sequences. comprehensive experiments conducted on the popular text-evoked eeg database, zuco, demonstrate the superiority of e2t-ptr, which outperforms the state-of-the-art in rouge-1 f1 and bleu-4 scores by 8.34% and 32.21%, respectively. these results indicate significant advancements in the field and underscores the proposed framework's potential to enable more powerful and widespread bci applications.",2024-02-27
"132","scalable identification of minimum undesignable rna motifs on loop-pair graphs","tianshuo zhou, wei yu tang, david h. mathews, liang huang","data structures and algorithms","motivation: rna design aims to find at least one sequence that folds with the highest probability into a designated target structure, but some structures are undesignable in the sense that no sequence folds into them. identifying undesignable structures is useful in delineating and understanding the limit of rna designability, but has received little attention until recently. in addition, existing methods on undesignability are not scalable and not interpretable. results: we introduce a novel graph representation and a new general algorithmic framework to efficiently identify undesignable motifs in a secondary structure. the proposed algorithm enumerates minimal motifs based on the loop-pair graph representation of a structure and establishes the undesignability of a motif by proposing rival substructure(s). our work can also identify unique minimum undesignable motifs across different structures. our implemented algorithms successfully identify 26 unique minimum undesignable motifs among 18 undesignable puzzles from the benchmark eterna100. additionally, our algorithm is so efficient that it scales to natural structures of 16s and 23s ribosomal rnas (about 1,500 and 3,000 nucleotides, resp.), and finds all of those structures in the widely used archiveii database to be undesignable, with 73 unique minimum undesignable motifs, under the standard turner energy model in viennarna.",2024-02-27
"133","nocplace: nocturnal visual place recognition using generative and inherited knowledge transfer","bingxi liu, yiqun wang, huaqi tao, tingjun huang, fulin tang, yihong wu, jinqiang cui, hong zhang","computer vision and pattern recognition","visual place recognition (vpr) is crucial in computer vision, aiming to retrieve database images similar to a query image from an extensive collection of known images. however, like many vision-related tasks, learning-based vpr often experiences a decline in performance during nighttime due to the scarcity of nighttime images. specifically, vpr needs to address the cross-domain problem of night-to-day rather than just the issue of a single nighttime domain. in response to these issues, we present nocplace, which leverages a generated large-scale, multi-view, nighttime vpr dataset to embed resilience against dazzling lights and extreme darkness in the learned global descriptor. firstly, we establish a day-night urban scene dataset called nightcities, capturing diverse nighttime scenarios and lighting variations across 60 cities globally. following this, an unpaired image-to-image translation network is trained on this dataset. using this trained translation network, we process an existing vpr dataset, thereby obtaining its nighttime version. the nocplace is then fine-tuned using night-style images, the original labels, and descriptors inherited from the daytime vpr model. comprehensive experiments on various nighttime vpr test sets reveal that nocplace considerably surpasses previous state-of-the-art methods.",2024-02-27
"134","metasql: a generate-then-rank framework for natural language to sql translation","yuankai fan, zhenying he, tonghui ren, can huang, yinan jing, kai zhang, x.sean wang","databases","the natural language interface to databases (nlidb) empowers non-technical users with database access through intuitive natural language (nl) interactions. advanced approaches, utilizing neural sequence-to-sequence models or large-scale language models, typically employ auto-regressive decoding to generate unique sql queries sequentially. while these translation models have greatly improved the overall translation accuracy, surpassing 70% on nlidb benchmarks, the use of auto-regressive decoding to generate single sql queries may result in sub-optimal outputs, potentially leading to erroneous translations. in this paper, we propose metasql, a unified generate-then-rank framework that can be flexibly incorporated with existing nlidbs to consistently improve their translation accuracy. metasql introduces query metadata to control the generation of better sql query candidates and uses learning-to-rank algorithms to retrieve globally optimized queries. specifically, metasql first breaks down the meaning of the given nl query into a set of possible query metadata, representing the basic concepts of the semantics. these metadata are then used as language constraints to steer the underlying translation model toward generating a set of candidate sql queries. finally, metasql ranks the candidates to identify the best matching one for the given nl query. extensive experiments are performed to study metasql on two public nlidb benchmarks. the results show that the performance of the translation models can be effectively improved using metasql.",2024-02-27
"135","swiftcache: model-based learning for dynamic content caching in cdns","bahman abolhassani, atilla eryilmaz, tom hou","optimization and control","we introduce swiftcache, a ""fresh"" learning-based caching framework designed for content distribution networks (cdns) featuring distributed front-end local caches and a dynamic back-end database. users prefer the most recent version of the dynamically updated content, while the local caches lack knowledge of item popularity and refresh rates. we first explore scenarios with requests arriving at a local cache following a poisson process, whereby we prove that the optimal policy features a threshold-based structure with updates occurring solely at request arrivals. leveraging these findings, swiftcache is proposed as a model-based learning framework for dynamic content caching. the simulation demonstrates near-optimal cost for poisson process arrivals and strong performance with limited cache sizes. for more general environments, we present a model-free reinforcement learning (rl) based caching policy without prior statistical assumptions. the model-based policy performs well compared to the model-free policy when the variance of interarrival times remains moderate. however, as the variance increases, rl slightly outperforms model-based learning at the cost of longer training times, and higher computational resource consumption. model-based learning's adaptability to environmental changes without retraining positions it as a practical choice for dynamic network environments. distributed edge caches can utilize this approach in a decentralized manner to effectively meet the evolving behaviors of users.",2024-02-27
"136","a fine-tuning enhanced rag system with quantized influence measure as ai judge","keshav rangan, yiqiao yin","information retrieval","this study presents an innovative enhancement to retrieval-augmented generation (rag) systems by seamlessly integrating fine-tuned large language models (llms) with vector databases. this integration capitalizes on the combined strengths of structured data retrieval and the nuanced comprehension provided by advanced llms. central to our approach are the lora and qlora methodologies, which stand at the forefront of model refinement through parameter-efficient fine-tuning and memory optimization. a novel feature of our research is the incorporation of user feedback directly into the training process, ensuring the model's continuous adaptation to user expectations and thus, improving its performance and applicability. additionally, we introduce a quantized influence measure (qim) as an innovative ""ai judge"" mechanism to enhance the precision of result selection, further refining the system's accuracy. accompanied by an executive diagram and a detailed algorithm for fine-tuning qlora, our work provides a comprehensive framework for implementing these advancements within chatbot technologies. this research contributes significant insights into llm optimization for specific uses and heralds new directions for further development in retrieval-augmented models. through extensive experimentation and analysis, our findings lay a robust foundation for future advancements in chatbot technology and retrieval systems, marking a significant step forward in the creation of more sophisticated, precise, and user-centric conversational ai systems.",2024-02-26
"137","refactor: learning to extract theorems from proofs","jin peng zhou, yuhuai wu, qiyang li, roger grosse","artificial intelligence","human mathematicians are often good at recognizing modular and reusable theorems that make complex mathematical results within reach. in this paper, we propose a novel method called theorem-from-proof extractor (refactor) for training neural networks to mimic this ability in formal mathematical theorem proving. we show on a set of unseen proofs, refactor is able to extract 19.6% of the theorems that humans would use to write the proofs. when applying the model to the existing metamath library, refactor extracted 16 new theorems. with newly extracted theorems, we show that the existing proofs in the metamath database can be refactored. the new theorems are used very frequently after refactoring, with an average usage of 733.5 times, and help shorten the proof lengths. lastly, we demonstrate that the prover trained on the new-theorem refactored dataset proves more test theorems and outperforms state-of-the-art baselines by frequently leveraging a diverse set of newly extracted theorems. code can be found at this https url.",2024-02-26
"138","offline writer identification using convolutional neural network activation features","vincent christlein, david bernecker, andreas maier, elli angelopoulou","computer vision and pattern recognition","convolutional neural networks (cnns) have recently become the state-of-the-art tool for large-scale image classification. in this work we propose the use of activation features from cnns as local descriptors for writer identification. a global descriptor is then formed by means of gmm supervector encoding, which is further improved by normalization with the kl-kernel. we evaluate our method on two publicly available datasets: the icdar 2013 benchmark database and the cvl dataset. while we perform comparably to the state of the art on cvl, our proposed method yields about 0.21 absolute improvement in terms of map on the challenging bilingual icdar dataset.",2024-02-26
"139","the good and the bad: exploring privacy issues in retrieval-augmented generation (rag)","shenglai zeng, jiankun zhang, pengfei he, yue xing, yiding liu, han xu, jie ren, shuaiqiang wang, dawei yin, yi chang, jiliang tang","cryptography and security","retrieval-augmented generation (rag) is a powerful technique to facilitate language model with proprietary and private data, where data privacy is a pivotal concern. whereas extensive research has demonstrated the privacy risks of large language models (llms), the rag technique could potentially reshape the inherent behaviors of llm generation, posing new privacy issues that are currently under-explored. in this work, we conduct extensive empirical studies with novel attack methods, which demonstrate the vulnerability of rag systems on leaking the private retrieval database. despite the new risk brought by rag on the retrieval data, we further reveal that rag can mitigate the leakage of the llms' training data. overall, we provide new insights in this paper for privacy protection of retrieval-augmented llms, which benefit both llms and rag systems builders. our code is available at this https url.",2024-02-23
"140","using text embedding models and vector databases as text classifiers with the example of medical data","rishabh goel","information retrieval","the advent of large language models (llms) is promising and has found application in numerous fields, but as it often is with the medical field, the bar is typically quite high [5]. in tandem with llms, vector embedding models and vector databases provide a robust way of expressing numerous modes of data that are easily digestible by typical machine learning models. along with the ease of adding information, knowledge, and data to these vector databases, they provide a compelling reason to apply them in numerous fields where the task of retrieving information is typically done by humans. researchers at google have developed a clear alternative model, med-palm [6] specifically designed to match a clinician's level of accuracy when it comes to medical knowledge. when training classifiers, and developing models, it is imperative to maintain factuality and reduce bias [4]. here, we explore the use of vector databases and embedding models as a means of encoding, and classifying text with the example and application in the field of medicine. we show the robustness of these tools depends heavily on the sparsity of the data presented, and even with low amounts of data in the vector database itself, the vector database does a good job at classifying data [9]. using various llms to generate the medical data, we also understand the limitations of the medical knowledge of these models and encourage further expert medical review of our testing data. by using vector databases to classify a clinician's notes on a patient presented with a certain ailment, we understand the limitations of such methods, but also the promise of their prospective use and with continued testing and experimentation, hope to explore a unique use case of vector databases and embedding models.",2024-02-07
"141","oncogpt: a medical conversational model tailored with oncology domain expertise on a large language model meta-ai (llama)","fujian jia, xin liu, lixi deng, jiwen gu, chunchao pu, tunan bai, mengjiang huang, yuanzhi lu, kang liu","computation and language","in the past year, there has been a growing trend in applying large language models (llms) to the field of medicine, particularly with the advent of advanced language models such as chatgpt developed by openai. however, there is limited research on llms specifically addressing oncology-related queries. the primary aim of this research was to develop a specialized language model that demonstrates improved accuracy in providing advice related to oncology. we performed an extensive data collection of online question-answer interactions centered around oncology, sourced from reputable doctor-patient platforms. following data cleaning and anonymization, a dataset comprising over 180k+ oncology-related conversations was established. the conversations were categorized and meticulously reviewed by field specialists and clinicians to ensure precision. employing the llama model and other selected open-source datasets, we conducted iterative fine-tuning to enhance the model's proficiency in basic medical conversation and specialized oncology knowledge. we observed a substantial enhancement in the model's understanding of genuine patient inquiries and its reliability in offering oncology-related advice through the utilization of real online question-answer interactions in the fine-tuning process. we release database and models to the research community (this https url).",2024-02-26
