"","category","name","reviewer","review","date","ratings"
"226","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Kevin","







  
  
    Men’s high top boots. Bang on trend. Look good and are really comfortable
  
","Reviewed in the United Kingdom on 10 January 2024","4.3 out of 5 stars"
"227","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Gee69","







  
  
    Nice trainers I bought a defected pair for £40 I thought it was just on offer but the reason mines where 40 because of slight defect still good though
  
","Reviewed in the United Kingdom on 26 October 2023","4.2 out of 5 stars"
"228","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Julie A.","







  
  
    They are so comfy, and such a great buy I'm well happy
  
","Reviewed in the United Kingdom on 8 January 2024","4.2 out of 5 stars"
"229","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Steven T","







  
    Ho il 44 pianta larga, preso 44 e calza comodamente. Ne ho un altro paio nere che uso da un anno e si mantengono veramente bene (poche grinze nelle zone di piegatura e sfilacciamenti nel tessuto interno).Puma garanzia di qualità con prezzi migliori dei suoi ""cugini"" Nike e Adidas.
  
  
","Reviewed in Italy on 7 March 2024","4.7 out of 5 stars"
"230","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Steven T","







  
    Acquistate in sconto. Consegna perfetta. Taglia perfetta e sono comodissime. Garanzia Puma direi. Sono anche molto belle esteticamente e colore come in foto. Consigliate!
  
  
","Reviewed in Italy on 4 March 2024","Next page"
"231","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Amazon Customer","







  
  
    Very please with this purchaseThey are comfy. Fits well and is true to size
  
","Reviewed in the United Kingdom on 12 February 2024","4.6 out of 5 stars"
"232","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Amazon Customer","







  
  
    It was for my son and he liked it very much.  It arrived at timely as well
  
","Reviewed in the United Kingdom on 18 January 2024","4.6 out of 5 stars"
"233","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Ali","







  
  
    These are so comfy, I was bought a pair for Christmas. I love them so much that I purchased another pair with a slight colour variation. I also have another pair in my watchlist ready for when Amazon has a price dip like it tends to every so often.
  
","Reviewed in the United Kingdom on 23 January 2024","Previous page"
"234","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Nk","







  
  
    A well made trainer, comfortable to walk in. Not much width in the shoe so not suitable gor wide feet
  
","Reviewed in the United Kingdom on 9 February 2024","4.2 out of 5 stars"
"235","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Alex Caseley","







  
  
    Had a pair of similar Puma boots years ago.These are almost identical in style and just as comfortable as I remember.If they last as long as my old ones then that makes the price tag worth it.Great.
  
","Reviewed in the United Kingdom on 6 January 2024","4.1 out of 5 stars"
"236","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Kevin","







  
  
    Men’s high top boots. Bang on trend. Look good and are really comfortable
  
","Reviewed in the United Kingdom on 10 January 2024","4.3 out of 5 stars"
"237","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Gee69","







  
  
    Nice trainers I bought a defected pair for £40 I thought it was just on offer but the reason mines where 40 because of slight defect still good though
  
","Reviewed in the United Kingdom on 26 October 2023","4.2 out of 5 stars"
"238","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Julie A.","







  
  
    They are so comfy, and such a great buy I'm well happy
  
","Reviewed in the United Kingdom on 8 January 2024","4.2 out of 5 stars"
"239","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Steven T","







  
    Ho il 44 pianta larga, preso 44 e calza comodamente. Ne ho un altro paio nere che uso da un anno e si mantengono veramente bene (poche grinze nelle zone di piegatura e sfilacciamenti nel tessuto interno).Puma garanzia di qualità con prezzi migliori dei suoi ""cugini"" Nike e Adidas.
  
  
","Reviewed in Italy on 7 March 2024","4.7 out of 5 stars"
"240","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Steven T","







  
    Acquistate in sconto. Consegna perfetta. Taglia perfetta e sono comodissime. Garanzia Puma direi. Sono anche molto belle esteticamente e colore come in foto. Consigliate!
  
  
","Reviewed in Italy on 4 March 2024","Next page"
"241","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Amazon Customer","







  
  
    A very good buy, comfortable and looks very good
  
","Reviewed in the United Kingdom on 22 November 2023","4.4 out of 5 stars"
"242","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Amazon Customer","







  
  
    I am very pleased with the way that Amazon managed this order. I order a smaller size but after I make the return in my account , I recive the second idem in 2 days and I have 4 weeks to return the first order . Good quality of the product and confortabile.
  
","Reviewed in the United Kingdom on 16 January 2024","4.4 out of 5 stars"
"243","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Vinny Healy","







  
  
    Good value
  
","Reviewed in the United Kingdom on 7 February 2024","Previous page"
"244","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Dede","







  
  
    It's beautiful and fits well 👌👌i loved it 👌👌
  
","Reviewed in the United Kingdom on 8 January 2024","5.0 out of 5 stars"
"245","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Iain Hay","







  
  
    These well worth money and very comfortable
  
","Reviewed in the United Kingdom on 5 February 2024","4.4 out of 5 stars"
"246","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Davison Muzenda","







  
  
    4 months OK, then start squeaking. 100kg weight
  
","Reviewed in the United Kingdom on 27 October 2023","4.5 out of 5 stars"
"247","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","davina collins","







  
  
    Shoes very good
  
","Reviewed in the United Kingdom on 15 February 2024","4.5 out of 5 stars"
"248","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","KCH","







  
  
    they're very nice shoes but had to return due to size issues. (problem from my side)
  
","Reviewed in the United Kingdom on 12 January 2024","4.4 out of 5 stars"
"249","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","IWONA GORSKA","







  
    Bin längere Zeit mit ""normalen"" Schuhen gelaufen & spüre, wie groß nun der Unterschied im Vergleich zu diesen hier sind. Konnte Bestzeiten erzielen & gleichzeitig einen guten Komfort beim Joggen genießen. Habe die Schuhe sogar meinem Vater bestellt, da diese darüber hinaus optisch auch noch sehr ansprechend aussehen!
  
  
","Reviewed in Germany on 10 March 2024","4.4 out of 5 stars"
"250","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Vasil Georgiev","







  
    Le produit mérite 5 étoiles car il est identique à la description en revanche prendre une taille en dessous car les chaussures taille grande le seul bémol sinon la qualité est présente...À voir sur le long terme mais bon rapport qualité prix rien à redire sur ça !
  
  
","Reviewed in France on 27 February 2024","4.4 out of 5 stars"
"251","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Amazon Customer","







  
  
    A very good buy, comfortable and looks very good
  
","Reviewed in the United Kingdom on 22 November 2023","4.4 out of 5 stars"
"252","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Amazon Customer","







  
  
    I am very pleased with the way that Amazon managed this order. I order a smaller size but after I make the return in my account , I recive the second idem in 2 days and I have 4 weeks to return the first order . Good quality of the product and confortabile.
  
","Reviewed in the United Kingdom on 16 January 2024","4.4 out of 5 stars"
"253","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Vinny Healy","







  
  
    Good value
  
","Reviewed in the United Kingdom on 7 February 2024","Previous page"
"254","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Dede","







  
  
    It's beautiful and fits well 👌👌i loved it 👌👌
  
","Reviewed in the United Kingdom on 8 January 2024","5.0 out of 5 stars"
"255","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Iain Hay","







  
  
    These well worth money and very comfortable
  
","Reviewed in the United Kingdom on 5 February 2024","4.4 out of 5 stars"
"256","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Davison Muzenda","







  
  
    4 months OK, then start squeaking. 100kg weight
  
","Reviewed in the United Kingdom on 27 October 2023","4.5 out of 5 stars"
"257","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","davina collins","







  
  
    Shoes very good
  
","Reviewed in the United Kingdom on 15 February 2024","4.5 out of 5 stars"
"258","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","KCH","







  
  
    they're very nice shoes but had to return due to size issues. (problem from my side)
  
","Reviewed in the United Kingdom on 12 January 2024","4.4 out of 5 stars"
"259","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","IWONA GORSKA","







  
    Bin längere Zeit mit ""normalen"" Schuhen gelaufen & spüre, wie groß nun der Unterschied im Vergleich zu diesen hier sind. Konnte Bestzeiten erzielen & gleichzeitig einen guten Komfort beim Joggen genießen. Habe die Schuhe sogar meinem Vater bestellt, da diese darüber hinaus optisch auch noch sehr ansprechend aussehen!
  
  
","Reviewed in Germany on 10 March 2024","4.4 out of 5 stars"
"260","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Vasil Georgiev","







  
    Le produit mérite 5 étoiles car il est identique à la description en revanche prendre une taille en dessous car les chaussures taille grande le seul bémol sinon la qualité est présente...À voir sur le long terme mais bon rapport qualité prix rien à redire sur ça !
  
  
","Reviewed in France on 27 February 2024","4.4 out of 5 stars"
"261","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Amazon Customer","







  
  
    A very good buy, comfortable and looks very good
  
","Reviewed in the United Kingdom on 22 November 2023","4.4 out of 5 stars"
"262","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Amazon Customer","







  
  
    I am very pleased with the way that Amazon managed this order. I order a smaller size but after I make the return in my account , I recive the second idem in 2 days and I have 4 weeks to return the first order . Good quality of the product and confortabile.
  
","Reviewed in the United Kingdom on 16 January 2024","4.4 out of 5 stars"
"263","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Vinny Healy","







  
  
    Good value
  
","Reviewed in the United Kingdom on 7 February 2024","Previous page"
"264","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Dede","







  
  
    It's beautiful and fits well 👌👌i loved it 👌👌
  
","Reviewed in the United Kingdom on 8 January 2024","5.0 out of 5 stars"
"265","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Iain Hay","







  
  
    These well worth money and very comfortable
  
","Reviewed in the United Kingdom on 5 February 2024","4.4 out of 5 stars"
"266","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Davison Muzenda","







  
  
    4 months OK, then start squeaking. 100kg weight
  
","Reviewed in the United Kingdom on 27 October 2023","4.5 out of 5 stars"
"267","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","davina collins","







  
  
    Shoes very good
  
","Reviewed in the United Kingdom on 15 February 2024","4.5 out of 5 stars"
"268","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","KCH","







  
  
    they're very nice shoes but had to return due to size issues. (problem from my side)
  
","Reviewed in the United Kingdom on 12 January 2024","4.4 out of 5 stars"
"269","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","IWONA GORSKA","







  
    Bin längere Zeit mit ""normalen"" Schuhen gelaufen & spüre, wie groß nun der Unterschied im Vergleich zu diesen hier sind. Konnte Bestzeiten erzielen & gleichzeitig einen guten Komfort beim Joggen genießen. Habe die Schuhe sogar meinem Vater bestellt, da diese darüber hinaus optisch auch noch sehr ansprechend aussehen!
  
  
","Reviewed in Germany on 10 March 2024","4.4 out of 5 stars"
"270","Shoes","        PUMA Unisex Leader Vt Sl Training Shoes       ","Vasil Georgiev","







  
    Le produit mérite 5 étoiles car il est identique à la description en revanche prendre une taille en dessous car les chaussures taille grande le seul bémol sinon la qualité est présente...À voir sur le long terme mais bon rapport qualité prix rien à redire sur ça !
  
  
","Reviewed in France on 27 February 2024","4.4 out of 5 stars"
"271","Shoes","        adidas Men's Courtblock Sneaker       ","Amazon Customer",NA,NA,"Previous page"
"272","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Next page"
"273","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Previous page"
"274","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"4.2 out of 5 stars"
"275","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Next page"
"276","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"5.0 out of 5 stars"
"277","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"278","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"279","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"280","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"281","Shoes","        adidas Men's Courtblock Sneaker       ","Amazon Customer",NA,NA,"Previous page"
"282","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Next page"
"283","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Previous page"
"284","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"4.2 out of 5 stars"
"285","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Next page"
"286","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"5.0 out of 5 stars"
"287","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"288","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"289","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"290","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"291","Shoes","        adidas Men's Courtblock Sneaker       ","Amazon Customer",NA,NA,"Previous page"
"292","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Next page"
"293","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Previous page"
"294","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"4.2 out of 5 stars"
"295","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"Next page"
"296","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,"5.0 out of 5 stars"
"297","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"298","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"299","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
"300","Shoes","        adidas Men's Courtblock Sneaker       ",NA,NA,NA,NA
